name,KO_0h_rep1_dupr_R,KO_0h_rep2_dupr_R,KO_0h_rep3_dupr_R,KO_24h_rep1_dupr_R,KO_24h_rep2_dupr_R,KO_24h_rep3_dupr_R,KO_48h_rep1_dupr_R,KO_48h_rep2_dupr_R,KO_48h_rep3_dupr_R,KO_6h_rep1_dupr_R,KO_6h_rep2_dupr_R,WT_0h_rep1_dupr_R,WT_0h_rep2_dupr_R,WT_0h_rep3_dupr_R,WT_24h_rep1_dupr_R,WT_24h_rep2_dupr_R,WT_24h_rep3_dupr_R,WT_48h_rep1_dupr_R,WT_48h_rep2_dupr_R,WT_48h_rep3_dupr_R,WT_6h_rep1_dupr_R,WT_6h_rep2_dupr_R,WT_6h_rep3_dupr_R
ENSMUSE00000206740,8,0,0,8,0,0,4,1,0,6,4,8,0,5,2,0,0,2,0,0,25,1,5
ENSMUSE00000207476,8,1,1,9,1,2,13,4,3,12,6,20,0,4,1,0,0,5,4,3,35,3,4
ENSMUSE00000208388,12,1,6,2,0,4,3,1,1,13,3,31,2,14,0,0,0,7,1,0,27,2,2
ENSMUSE00000209124,125,44,19,4,6,9,9,6,3,13,4,249,70,139,4,3,1,6,13,10,17,2,2
ENSMUSE00000209418,9,0,0,0,3,1,0,0,0,7,1,3,0,0,0,0,1,2,1,0,11,0,1
ENSMUSE00000210189,5,1,2,1,1,2,3,3,0,8,3,3,0,7,1,0,2,4,6,0,4,8,3
ENSMUSE00000210354,4,1,0,1,1,0,1,0,0,7,3,4,1,0,0,0,0,1,0,0,3,1,0
ENSMUSE00000210406,4,0,0,2,1,0,0,0,0,5,2,2,0,0,0,0,0,0,0,0,11,1,0
ENSMUSE00000210853,112,139,65,74,159,127,138,175,100,212,18,123,74,99,84,93,93,96,169,152,151,93,157
ENSMUSE00000210908,329,107,173,144,372,222,166,174,135,466,44,421,70,171,199,182,173,164,293,179,388,165,346
ENSMUSE00000211240,2,3,0,0,0,0,0,0,1,10,0,1,0,2,0,0,2,0,0,0,8,1,0
ENSMUSE00000212279,4,1,0,1,0,0,2,0,0,2,0,2,0,1,0,0,0,0,1,1,6,1,1
ENSMUSE00000212762,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,9,1,0
ENSMUSE00000212914,1,4,13,6,11,5,2,21,5,37,0,3,6,0,4,5,3,2,9,11,17,17,16
ENSMUSE00000212934,3,2,3,3,7,0,9,8,1,7,2,6,0,8,1,0,0,2,3,5,3,0,2
ENSMUSE00000212971,3,11,8,20,21,15,20,4,5,109,18,10,2,9,17,11,12,7,16,8,112,97,107
ENSMUSE00000213033,1,0,0,0,0,5,0,0,3,13,2,0,1,0,5,5,4,4,3,1,25,17,15
ENSMUSE00000213133,7,5,6,1,4,0,3,3,1,6,3,10,10,15,0,1,5,1,0,0,5,2,2
ENSMUSE00000213139,18,24,3,8,14,5,5,5,0,30,3,48,1,21,7,5,4,1,0,9,25,6,26
ENSMUSE00000214618,68,62,31,127,214,174,132,201,125,264,55,89,50,38,125,106,151,121,237,194,196,137,227
ENSMUSE00000215521,8,1,2,1,1,1,3,1,2,1,6,10,2,6,0,0,1,1,0,4,5,0,0
ENSMUSE00000215626,35,0,3,7,1,0,14,2,0,28,19,8,3,6,1,0,0,3,2,0,21,2,4
ENSMUSE00000215673,6,1,0,1,0,0,1,0,0,5,0,2,0,0,0,0,0,1,0,0,10,0,0
ENSMUSE00000215680,6,0,0,0,1,0,1,0,0,2,2,3,0,4,0,0,0,0,0,0,10,0,0
ENSMUSE00000216023,241,222,41,314,867,510,653,750,321,1214,77,467,142,74,333,367,409,733,920,689,806,387,657
ENSMUSE00000216596,5,1,0,0,3,2,8,7,2,0,1,1,0,0,2,0,0,8,14,7,4,0,0
ENSMUSE00000217652,38,4,3,20,2,2,23,1,2,44,14,6,4,5,6,2,0,8,3,1,57,9,3
ENSMUSE00000217875,14,2,13,13,19,10,3,11,10,16,11,14,5,5,7,6,3,13,10,12,10,7,16
ENSMUSE00000217890,145,82,53,40,140,83,138,198,92,31,6,195,50,100,41,66,50,70,204,193,32,5,5
ENSMUSE00000218373,43,69,49,38,53,30,31,27,24,117,19,77,28,56,36,25,35,9,37,21,85,66,74
ENSMUSE00000218697,1,0,0,1,0,1,1,0,0,8,1,0,0,0,0,0,0,0,0,0,2,1,2
ENSMUSE00000219385,1,8,1,4,3,1,1,5,1,1,0,0,1,1,2,1,1,2,2,0,2,0,1
ENSMUSE00000219721,7,0,0,1,0,3,3,1,0,6,1,7,2,0,0,0,0,0,1,0,7,2,1
ENSMUSE00000220032,57,63,9,4,1,4,24,8,1,18,2,68,33,16,4,1,4,28,5,8,24,11,23
ENSMUSE00000220058,1,0,0,1,5,0,9,3,5,0,0,0,0,4,1,1,1,6,1,11,1,0,0
ENSMUSE00000220480,49,49,17,6,17,7,14,12,2,20,1,71,49,24,17,9,10,16,24,6,23,19,9
ENSMUSE00000220690,40,40,61,10,6,6,12,6,1,32,0,41,22,46,3,4,6,6,15,6,37,11,24
ENSMUSE00000221028,32,13,30,4,11,4,11,10,4,19,4,20,19,32,4,10,4,7,10,3,19,29,33
ENSMUSE00000221604,4,0,0,1,0,0,1,0,0,21,1,3,1,5,3,0,0,0,0,1,5,0,1
ENSMUSE00000221780,1,0,1,0,0,0,1,1,0,2,0,6,1,1,0,0,0,0,0,2,0,0,1
ENSMUSE00000222351,5,0,0,1,2,0,4,1,0,3,1,3,0,0,0,0,0,1,0,0,6,2,0
ENSMUSE00000222414,17,9,2,9,1,1,12,5,1,21,7,22,5,4,0,1,0,3,1,1,21,2,3
ENSMUSE00000223521,2,2,1,0,0,0,1,0,0,6,1,1,0,0,0,0,0,1,0,0,2,0,0
ENSMUSE00000223543,13,2,1,4,1,0,11,0,0,21,8,9,3,7,3,2,1,1,0,0,34,4,6
ENSMUSE00000223583,5,0,2,1,1,1,2,0,0,7,0,6,0,2,0,1,0,4,0,0,14,0,0
ENSMUSE00000223801,2,1,0,1,0,0,0,0,0,2,0,3,0,0,0,0,0,1,0,0,7,3,0
ENSMUSE00000224002,3,0,0,1,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0
ENSMUSE00000224018,3,0,1,1,2,1,6,6,0,4,0,6,0,4,0,0,1,1,3,0,1,0,0
ENSMUSE00000225735,10,5,2,2,6,4,12,1,0,16,9,14,7,9,0,1,0,6,3,2,23,2,6
ENSMUSE00000225775,4,0,0,1,0,0,3,1,0,10,2,2,0,0,0,0,0,0,0,0,1,0,0
ENSMUSE00000225814,35,35,12,15,53,34,31,33,23,53,9,41,17,18,19,29,24,43,54,47,42,31,47
ENSMUSE00000225906,12,2,2,18,1,2,11,0,0,29,8,14,2,6,3,0,1,4,1,1,44,2,4
ENSMUSE00000225926,0,0,0,0,1,1,5,5,2,0,0,0,0,0,0,0,1,6,6,2,0,0,0
ENSMUSE00000226049,4,0,0,1,8,1,2,5,1,0,0,3,1,0,0,1,0,0,1,2,2,1,0
ENSMUSE00000226217,3,3,2,2,0,6,2,0,4,8,0,2,0,9,0,0,0,2,0,0,4,1,0
ENSMUSE00000226820,38,4,5,8,12,13,18,14,15,37,6,32,4,7,1,8,7,9,22,17,33,4,5
ENSMUSE00000227313,48,46,32,9,6,7,21,6,3,23,16,63,53,35,6,2,3,3,2,2,28,8,13
ENSMUSE00000227688,43,4,3,25,5,6,25,2,2,88,18,23,4,4,1,5,4,25,9,3,72,5,7
ENSMUSE00000227873,2,0,0,5,3,11,49,22,30,0,0,0,0,0,6,1,5,45,36,26,0,0,0
ENSMUSE00000228036,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0
ENSMUSE00000228153,23,20,11,13,7,4,21,20,17,4,0,16,19,14,8,3,2,12,11,10,9,3,5
ENSMUSE00000228220,67,5,3,14,3,6,36,0,0,58,14,28,2,8,6,1,3,7,1,0,91,8,9
ENSMUSE00000229158,19,5,1,1,1,1,4,0,0,10,2,7,0,2,0,1,0,1,1,1,20,0,2
ENSMUSE00000229318,14,0,0,7,2,2,5,0,0,9,4,3,1,2,0,1,0,4,1,0,11,3,1
ENSMUSE00000229392,2,0,0,0,0,6,2,1,1,2,1,2,1,2,0,1,2,2,3,1,1,0,0
ENSMUSE00000229498,1,1,0,0,0,0,3,0,0,3,3,2,0,1,1,0,0,2,1,0,9,0,2
ENSMUSE00000231177,123,129,26,2,3,2,35,8,14,16,4,140,26,40,1,0,1,24,8,8,4,2,0
ENSMUSE00000232231,5,12,4,20,17,21,4,15,2,81,25,15,23,7,8,4,6,5,3,7,55,51,56
ENSMUSE00000233504,4,5,1,0,1,0,0,5,0,0,0,8,1,4,0,0,0,1,2,0,1,0,0
ENSMUSE00000234144,48,20,40,38,60,45,33,49,29,133,21,50,17,39,60,19,42,33,60,50,83,59,105
ENSMUSE00000234159,12,1,0,3,0,6,3,0,0,12,0,4,1,1,2,0,2,4,0,0,5,0,3
ENSMUSE00000234339,17,9,8,22,24,25,20,21,21,30,1,13,2,16,6,11,12,7,14,21,13,27,23
ENSMUSE00000234418,262,288,182,147,271,230,194,138,91,504,85,306,329,273,148,132,181,124,143,160,347,243,388
ENSMUSE00000234575,8,2,0,0,2,1,3,2,0,1,2,6,0,0,0,0,0,1,0,0,13,1,2
ENSMUSE00000234978,1,0,0,0,0,1,8,0,0,6,0,3,0,0,0,0,0,2,1,0,4,0,1
ENSMUSE00000235860,7,1,0,1,0,0,7,0,1,4,0,3,0,3,0,1,1,0,1,1,7,1,1
ENSMUSE00000235944,20,2,1,4,0,0,12,1,1,21,7,7,2,3,0,0,0,3,0,0,30,2,2
ENSMUSE00000236675,17,8,6,7,2,5,12,4,6,24,3,28,11,14,2,1,5,3,3,1,25,7,12
ENSMUSE00000237480,9,15,21,8,26,11,13,10,6,30,2,22,12,25,6,12,9,5,13,10,10,19,15
ENSMUSE00000237761,2,3,0,5,3,1,3,1,1,8,3,2,1,0,0,1,1,5,1,1,5,1,9
ENSMUSE00000238150,33,17,3,5,8,2,27,11,7,11,3,25,13,6,0,0,8,15,7,5,39,8,5
ENSMUSE00000239124,0,0,0,1,8,4,0,1,1,5,3,0,1,0,1,4,6,0,0,0,7,0,1
ENSMUSE00000239412,7,4,4,2,3,9,5,5,5,12,1,2,2,2,3,1,7,5,5,8,6,3,7
ENSMUSE00000240226,13,3,0,5,3,4,6,1,0,22,8,5,0,2,1,0,1,10,2,6,19,5,4
ENSMUSE00000240571,9,0,2,0,0,0,6,0,3,5,3,3,0,0,0,0,1,2,0,1,4,0,0
ENSMUSE00000241013,1,0,0,0,2,8,3,13,7,1,1,0,0,0,2,3,1,2,8,15,2,0,0
ENSMUSE00000241054,29,6,4,14,2,3,25,0,1,36,21,25,1,8,4,0,1,8,6,4,66,5,7
ENSMUSE00000241136,15,21,1,3,5,2,8,9,3,7,1,30,18,14,1,1,0,2,2,8,9,5,19
ENSMUSE00000241148,3,0,0,7,1,1,8,0,0,8,0,1,0,0,0,1,0,0,0,4,8,2,1
ENSMUSE00000241414,12,11,22,12,15,14,14,12,12,20,6,29,7,24,12,7,8,11,20,7,17,2,29
ENSMUSE00000241974,3,4,7,0,0,0,2,0,1,5,0,7,0,0,0,0,0,0,1,0,6,1,1
ENSMUSE00000242497,4,0,1,2,0,1,5,0,0,0,3,6,0,1,0,2,0,1,0,0,16,0,0
ENSMUSE00000242852,24,35,19,10,6,5,4,5,3,23,7,38,22,31,3,4,8,8,5,8,31,22,20
ENSMUSE00000243064,226,381,63,38,35,42,81,53,54,163,34,254,300,159,19,14,29,59,30,32,136,63,129
ENSMUSE00000243156,3,2,0,2,0,0,1,0,1,4,1,4,0,0,0,0,1,0,2,0,6,0,0
ENSMUSE00000243663,0,0,0,7,1,1,4,0,1,8,0,0,0,0,2,0,0,6,0,0,3,0,1
ENSMUSE00000244019,6,1,0,2,0,0,0,0,0,7,2,0,1,2,0,0,0,0,1,0,0,0,0
ENSMUSE00000244100,6,1,0,0,0,0,3,1,1,12,1,3,0,1,0,0,0,0,0,0,11,0,0
ENSMUSE00000244596,2,3,4,2,1,0,0,2,2,2,1,7,6,2,2,0,1,1,0,1,0,1,3
ENSMUSE00000244854,5,1,1,4,0,0,1,4,0,13,2,8,1,2,0,1,1,5,0,1,6,4,1
ENSMUSE00000245793,23,1,1,7,3,1,8,0,0,20,2,14,2,3,0,1,1,4,0,0,28,1,3
ENSMUSE00000245972,2,0,2,0,0,0,4,0,0,9,2,2,0,0,0,0,0,0,0,0,2,1,0
ENSMUSE00000246422,14,0,2,1,0,0,6,0,2,5,1,10,1,2,0,0,0,2,1,0,2,1,1
ENSMUSE00000246532,13,7,6,0,1,1,2,0,1,6,2,15,9,8,0,0,0,1,6,6,19,3,2
ENSMUSE00000246716,9,2,1,2,4,10,13,5,18,9,1,5,2,2,6,9,4,17,17,18,11,6,1
ENSMUSE00000246949,26,0,4,2,5,1,15,4,0,19,5,10,0,1,3,0,2,7,1,1,42,1,2
ENSMUSE00000246952,6,1,1,3,0,0,1,0,0,4,3,1,0,0,0,0,0,1,0,0,6,0,0
ENSMUSE00000247252,59,67,102,14,38,31,27,24,17,44,7,79,75,88,18,25,37,17,17,20,39,36,50
ENSMUSE00000247399,759,425,270,221,529,339,472,479,267,798,103,860,306,323,256,219,312,468,651,460,492,315,450
ENSMUSE00000247780,2,0,1,6,3,3,6,0,0,6,1,8,3,3,0,1,0,1,2,1,10,0,1
ENSMUSE00000248411,2,3,1,12,36,30,113,144,52,0,0,3,1,2,9,8,7,63,108,81,4,0,0
ENSMUSE00000248530,1,1,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0
ENSMUSE00000249157,63,3,6,20,1,3,34,5,3,54,16,29,8,8,3,0,2,5,1,2,125,13,8
ENSMUSE00000249673,16,3,0,2,1,1,3,0,0,14,3,10,0,2,0,0,0,2,0,0,33,1,0
ENSMUSE00000250666,8,0,0,2,0,0,2,3,2,0,0,2,0,0,0,0,0,3,1,0,10,1,0
ENSMUSE00000250688,6,1,2,1,0,0,0,0,0,3,1,1,1,1,0,0,1,1,0,0,0,0,0
ENSMUSE00000250850,3,1,0,1,7,3,2,0,0,1,1,6,1,0,0,0,0,8,2,0,2,0,3
ENSMUSE00000250931,24,1,1,10,3,2,18,0,0,43,9,12,2,7,1,1,0,5,0,0,54,5,3
ENSMUSE00000251157,177,252,28,8,8,6,299,178,89,9,1,406,122,112,0,0,1,7,6,0,24,5,3
ENSMUSE00000251362,559,588,355,224,447,346,403,464,272,551,106,826,409,402,261,237,273,397,519,391,471,335,387
ENSMUSE00000251881,11,1,0,3,0,0,6,1,2,21,0,0,0,1,0,0,1,4,0,0,13,0,0
ENSMUSE00000251937,21,2,5,4,3,1,9,0,0,21,8,12,0,8,0,0,1,2,1,1,40,1,4
ENSMUSE00000252046,13,5,10,2,2,2,7,20,3,11,1,25,1,8,0,4,2,35,30,19,2,1,1
ENSMUSE00000253549,17,3,1,5,0,0,4,0,0,10,3,11,0,2,0,0,1,0,0,0,22,0,0
ENSMUSE00000253593,5,1,0,0,2,0,0,0,0,3,3,7,3,2,0,1,1,1,0,0,8,1,2
ENSMUSE00000253803,0,0,3,1,4,2,3,4,2,1,0,1,0,0,2,1,1,0,2,2,7,1,0
ENSMUSE00000254016,4,0,0,0,0,2,2,0,0,2,1,4,0,0,0,0,0,0,0,0,7,1,0
ENSMUSE00000254019,6,0,0,1,0,0,1,0,0,2,1,2,0,0,0,0,0,0,0,0,5,0,0
ENSMUSE00000254366,5,0,1,6,1,1,3,0,0,4,5,8,1,2,0,1,0,1,0,0,6,0,0
ENSMUSE00000254750,16,6,2,1,2,1,2,6,1,5,1,7,1,1,0,3,1,0,1,1,1,0,0
ENSMUSE00000254878,6,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0
ENSMUSE00000254905,7,0,0,0,1,0,7,1,0,4,0,2,0,1,0,0,0,1,1,0,16,1,4
ENSMUSE00000256621,5,1,0,3,0,1,3,1,0,10,7,0,0,0,1,1,2,5,1,1,7,2,1
ENSMUSE00000256937,8,2,2,4,0,1,6,0,0,12,3,3,0,0,1,0,1,3,0,0,23,1,0
ENSMUSE00000257931,54,56,35,61,85,52,64,101,51,135,14,82,66,47,47,38,65,50,79,70,80,47,101
ENSMUSE00000258111,248,114,91,51,83,72,368,344,165,140,16,392,54,169,63,56,76,348,340,277,91,35,54
ENSMUSE00000258574,23,35,40,50,60,73,50,66,41,59,5,31,26,40,58,57,55,48,70,47,46,30,70
ENSMUSE00000258735,13,3,5,0,0,1,2,2,3,2,0,21,1,5,4,0,2,0,0,2,3,2,0
ENSMUSE00000258818,6,10,5,1,0,0,2,1,0,3,1,8,5,6,0,0,1,1,3,0,2,3,2
ENSMUSE00000259053,16,7,1,11,45,25,42,45,17,22,4,20,7,2,9,9,11,13,40,21,8,7,19
ENSMUSE00000259307,5,2,7,1,1,1,8,0,0,6,0,12,4,1,0,0,0,3,5,1,12,0,1
ENSMUSE00000259982,19,9,17,2,0,2,5,1,0,3,2,16,17,12,1,0,2,3,3,2,6,3,0
ENSMUSE00000260719,18,2,1,3,3,2,12,0,0,39,7,9,3,3,0,1,0,4,0,0,39,6,1
ENSMUSE00000260916,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,7,0,0
ENSMUSE00000261043,271,148,149,69,180,157,87,179,60,304,57,352,114,135,94,63,133,122,299,185,203,137,234
ENSMUSE00000261334,51,26,60,9,17,5,28,14,8,43,3,120,9,63,13,8,7,8,14,15,30,19,24
ENSMUSE00000261783,205,150,77,45,20,14,260,154,81,196,44,191,57,115,13,5,6,25,13,9,228,29,42
ENSMUSE00000262007,3,0,0,2,0,0,2,0,0,6,3,3,0,0,0,0,0,1,0,0,1,1,0
ENSMUSE00000262214,6,2,1,1,1,1,6,0,0,9,1,2,0,0,0,0,0,3,0,0,13,2,0
ENSMUSE00000262269,3,1,2,4,0,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,4,0,0
ENSMUSE00000262729,5,1,0,2,0,0,5,0,0,3,2,3,0,0,0,0,0,0,0,0,39,2,0
ENSMUSE00000263452,1,1,1,1,2,1,0,4,1,2,0,2,1,1,0,1,1,0,0,2,12,1,2
ENSMUSE00000263828,67,40,40,2,1,2,2,9,1,2,1,73,20,51,3,1,2,1,2,1,3,0,12
ENSMUSE00000264282,16,1,0,5,0,1,6,1,0,16,6,3,0,1,1,0,0,3,0,0,11,4,4
ENSMUSE00000264822,6,8,14,2,5,7,3,1,0,1,0,13,1,12,3,7,5,2,5,4,1,0,2
ENSMUSE00000265193,152,229,93,75,67,42,79,134,87,63,14,146,256,165,49,27,33,41,90,77,62,38,65
ENSMUSE00000265235,3,1,1,0,3,0,1,1,0,7,1,0,0,1,1,2,0,1,0,1,4,3,1
ENSMUSE00000265901,9,5,1,0,2,0,1,3,0,4,2,16,4,0,0,1,0,0,0,0,8,4,4
ENSMUSE00000266069,3,1,12,6,22,16,27,34,28,16,2,4,2,13,5,3,3,19,20,29,9,1,2
ENSMUSE00000266255,2,0,0,3,0,0,2,0,0,14,1,6,2,0,0,0,0,1,0,0,10,1,2
ENSMUSE00000266547,6,2,0,4,1,1,7,2,2,13,2,4,0,0,1,1,4,2,1,4,7,2,0
ENSMUSE00000267457,2,6,2,3,5,5,3,5,4,7,3,4,1,1,4,2,1,0,1,1,13,8,2
ENSMUSE00000267817,2,0,0,1,0,0,0,1,0,1,1,2,0,0,0,0,1,0,0,0,15,0,1
ENSMUSE00000268664,236,202,203,76,63,56,105,71,59,80,15,374,159,249,55,21,68,58,63,42,50,44,61
ENSMUSE00000269143,0,0,0,0,2,1,7,2,2,0,0,0,0,1,1,0,1,1,0,1,1,0,1
ENSMUSE00000269223,17,1,0,3,2,8,16,0,2,6,0,1,1,3,0,0,1,4,0,1,6,1,0
ENSMUSE00000269255,4,0,0,2,0,1,3,3,0,15,1,5,0,1,0,1,0,0,0,0,5,2,0
ENSMUSE00000269266,8,16,10,4,2,0,3,4,3,8,2,21,24,15,3,0,2,4,5,2,10,3,3
ENSMUSE00000269437,4,0,0,1,2,2,4,1,0,15,5,4,3,4,0,0,1,3,1,0,32,3,1
ENSMUSE00000269515,2,2,1,0,0,0,1,1,0,3,1,10,2,9,1,0,0,0,0,0,1,0,2
ENSMUSE00000269634,32,16,34,1,15,5,24,10,14,35,7,21,21,30,6,11,9,21,9,11,35,16,19
ENSMUSE00000269880,5,0,1,3,0,4,3,0,0,7,1,9,0,1,0,0,0,5,1,2,11,0,1
ENSMUSE00000270458,6,0,5,0,2,1,1,2,0,0,1,5,0,2,2,0,1,0,3,2,1,4,0
ENSMUSE00000270583,31,82,13,15,3,2,26,4,5,35,4,46,49,30,8,7,7,18,10,8,16,9,3
ENSMUSE00000270752,5,0,0,4,1,2,2,0,1,12,0,3,0,2,1,1,0,1,3,0,2,1,2
ENSMUSE00000271130,0,1,0,0,2,1,1,6,5,0,0,0,0,0,0,0,1,0,0,2,1,0,0
ENSMUSE00000271980,13,6,2,1,4,3,6,9,8,4,1,18,3,3,0,2,1,4,11,3,7,1,5
ENSMUSE00000272038,1,1,0,1,1,0,0,1,0,2,3,1,0,1,0,2,1,0,2,0,9,5,12
ENSMUSE00000272047,130,96,55,104,139,69,132,105,64,179,28,193,108,92,93,50,70,103,107,94,169,111,150
ENSMUSE00000272405,13,0,2,2,1,0,10,0,0,7,0,9,3,4,0,0,0,5,4,1,15,1,1
ENSMUSE00000273099,9,0,0,11,4,4,8,0,0,14,1,6,3,2,1,0,0,0,2,1,24,7,1
ENSMUSE00000273157,14,1,1,1,1,0,6,0,0,15,1,9,3,5,0,0,3,6,4,2,21,2,5
ENSMUSE00000273293,7,0,2,1,1,0,1,0,1,3,0,6,0,4,1,1,0,0,0,0,12,1,2
ENSMUSE00000273720,22,10,20,33,71,40,37,43,11,64,14,21,13,34,34,50,36,13,45,33,34,33,60
ENSMUSE00000273991,108,102,137,17,15,18,13,13,2,76,19,187,71,149,17,8,8,8,31,28,86,68,59
ENSMUSE00000274628,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0
ENSMUSE00000274707,1,0,1,0,7,1,0,1,0,1,2,5,1,2,1,1,5,0,2,1,4,0,8
ENSMUSE00000274790,3,1,0,2,0,1,11,0,0,10,6,1,0,1,1,1,0,3,2,4,9,0,2
ENSMUSE00000274967,6,2,0,2,1,0,3,1,0,1,0,2,3,4,0,0,1,0,1,0,25,1,0
ENSMUSE00000275158,1,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,6,1,0
ENSMUSE00000275365,10,1,3,7,2,0,5,1,1,13,0,6,1,1,0,1,0,0,4,1,22,2,6
ENSMUSE00000275405,139,124,57,2,6,1,36,15,12,16,6,194,108,75,0,6,2,14,13,4,18,3,4
ENSMUSE00000275485,9,1,2,6,1,0,1,0,0,13,2,6,2,3,1,0,0,1,0,0,6,0,2
ENSMUSE00000276501,6,0,0,1,0,0,3,0,0,5,2,0,0,0,0,0,0,1,0,0,5,0,0
ENSMUSE00000276956,218,78,38,13,2,8,37,17,5,21,3,288,43,77,5,3,0,22,12,7,33,6,11
ENSMUSE00000277005,54,2,2,12,3,2,30,1,4,65,13,32,7,12,1,1,0,5,4,2,88,4,8
ENSMUSE00000277065,38,44,26,19,54,28,17,33,30,63,12,44,36,40,24,13,22,16,35,23,39,45,54
ENSMUSE00000277285,28,7,3,9,2,4,15,5,3,41,6,16,2,7,1,1,1,5,2,6,63,4,2
ENSMUSE00000277412,9,0,0,1,1,1,3,0,0,3,2,3,0,2,0,1,0,1,0,0,8,0,1
ENSMUSE00000278288,14,0,0,6,1,0,17,1,0,12,2,6,0,3,0,0,0,1,0,0,13,2,0
ENSMUSE00000278346,54,27,35,5,6,4,19,7,4,25,4,43,38,54,4,1,7,14,17,10,15,3,8
ENSMUSE00000278491,11,3,1,4,0,1,11,2,2,28,12,13,2,2,2,0,0,4,0,0,28,3,1
ENSMUSE00000278673,40,35,38,22,40,25,34,37,28,45,9,45,44,45,12,24,11,39,38,22,23,15,30
ENSMUSE00000278997,1,1,0,0,2,0,6,4,1,1,0,1,0,0,0,0,1,1,2,2,5,0,0
ENSMUSE00000279065,25,19,7,11,8,6,31,19,23,52,10,25,13,8,5,3,8,20,17,17,12,1,6
ENSMUSE00000279126,11,4,1,0,1,3,3,2,1,7,1,11,2,4,4,1,1,4,0,0,14,2,1
ENSMUSE00000279157,111,85,44,10,8,11,53,59,51,48,8,231,68,72,3,3,8,68,54,70,28,17,5
ENSMUSE00000279613,31,76,19,43,72,87,94,90,65,120,16,43,46,50,47,40,35,106,113,114,76,27,71
ENSMUSE00000280696,1,0,0,1,0,0,4,0,0,3,1,1,1,0,0,0,0,0,0,0,11,0,0
ENSMUSE00000281018,0,1,0,0,0,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,4,0,0
ENSMUSE00000281303,60,72,10,100,241,118,206,278,165,220,24,94,44,39,85,76,115,212,289,230,157,70,150
ENSMUSE00000281460,0,0,1,0,1,0,1,0,2,7,0,1,0,2,0,0,1,0,0,0,3,0,0
ENSMUSE00000281547,9,2,0,2,1,0,0,0,0,10,4,4,1,1,1,0,2,1,0,5,9,1,3
ENSMUSE00000281637,8,0,0,0,1,0,2,0,1,1,0,1,0,0,1,0,0,1,0,0,3,0,0
ENSMUSE00000282354,12,0,8,1,0,0,4,0,0,3,1,11,6,1,0,0,1,1,4,2,5,0,0
ENSMUSE00000282810,1,1,1,3,8,0,5,3,2,9,2,0,0,0,5,1,3,2,2,5,3,1,3
ENSMUSE00000283403,87,53,85,49,111,55,82,143,46,242,28,120,42,101,69,47,108,122,156,104,167,119,182
ENSMUSE00000283428,10,6,5,14,3,4,19,23,11,12,5,6,4,4,2,1,3,27,24,12,24,2,2
ENSMUSE00000284040,15,5,10,8,15,11,10,16,5,43,8,18,9,15,7,7,9,3,4,10,18,13,5
ENSMUSE00000284407,5,0,0,1,4,3,1,4,1,18,5,1,0,2,6,2,1,0,2,5,6,9,2
ENSMUSE00000284945,0,1,0,4,8,5,9,26,10,1,1,2,1,0,2,1,5,5,7,11,1,0,4
ENSMUSE00000285257,1,0,0,0,0,0,2,1,0,3,0,2,1,0,0,0,0,0,0,0,14,0,1
ENSMUSE00000286099,18,6,3,4,1,0,3,1,1,11,1,9,6,12,3,0,1,4,2,1,12,3,1
ENSMUSE00000286183,7,2,0,2,3,1,6,1,0,1,1,4,0,2,0,1,0,0,1,3,2,3,3
ENSMUSE00000286490,1,1,1,1,1,0,1,1,4,4,0,1,0,4,0,1,1,0,0,1,5,1,6
ENSMUSE00000286641,350,214,289,55,45,53,112,70,38,83,14,408,170,254,38,37,31,45,30,38,66,38,47
ENSMUSE00000286922,447,764,223,13,7,1,9,1,0,12,4,528,902,467,3,6,3,2,1,1,13,2,2
ENSMUSE00000287102,3,3,0,1,2,3,7,1,3,1,1,1,6,1,1,1,2,3,3,2,5,2,2
ENSMUSE00000287720,10,3,1,2,0,0,15,0,1,13,13,17,2,5,2,1,0,2,1,0,45,0,1
ENSMUSE00000288091,10,1,1,2,0,0,8,0,0,13,3,3,1,1,0,0,1,1,0,0,7,2,1
ENSMUSE00000288137,23,1,1,9,2,2,16,2,3,22,6,14,1,2,4,2,3,13,4,7,41,5,4
ENSMUSE00000288969,14,4,1,5,4,1,4,1,1,24,7,4,2,4,1,0,1,5,2,1,33,2,2
ENSMUSE00000289009,7,7,5,0,3,0,1,0,0,1,1,6,2,1,0,1,1,0,1,0,1,0,1
ENSMUSE00000289087,7,1,1,8,0,1,14,3,4,13,4,7,2,2,1,1,0,5,4,3,4,1,1
