name,KO_0h_rep1_dupr_R,KO_0h_rep2_dupr_R,KO_0h_rep3_dupr_R,KO_24h_rep1_dupr_R,KO_24h_rep2_dupr_R,KO_24h_rep3_dupr_R,KO_48h_rep1_dupr_R,KO_48h_rep2_dupr_R,KO_48h_rep3_dupr_R,KO_6h_rep1_dupr_R,KO_6h_rep2_dupr_R,WT_0h_rep1_dupr_R,WT_0h_rep2_dupr_R,WT_0h_rep3_dupr_R,WT_24h_rep1_dupr_R,WT_24h_rep2_dupr_R,WT_24h_rep3_dupr_R,WT_48h_rep1_dupr_R,WT_48h_rep2_dupr_R,WT_48h_rep3_dupr_R,WT_6h_rep1_dupr_R,WT_6h_rep2_dupr_R,WT_6h_rep3_dupr_R
ENSMUSE00001399785,13,2,1,4,1,1,10,1,0,43,6,10,3,3,1,0,0,3,1,0,29,3,1
ENSMUSE00001399797,243,96,85,135,313,255,212,177,121,288,28,238,62,142,140,153,226,144,273,190,208,87,155
ENSMUSE00001399805,2,0,0,1,0,0,4,0,0,3,1,0,0,0,0,0,0,0,0,0,7,0,0
ENSMUSE00001399874,2,1,0,3,1,0,3,0,0,4,0,7,0,0,1,0,1,0,2,0,18,1,0
ENSMUSE00001399930,14,2,0,2,0,0,0,0,1,6,1,1,0,0,0,0,0,1,0,0,2,0,1
ENSMUSE00001399938,1,0,0,0,0,0,2,0,0,4,1,0,0,1,0,0,0,0,0,0,9,0,0
ENSMUSE00001399941,1,0,0,0,0,0,1,0,0,5,1,3,0,0,0,0,0,0,0,0,9,0,3
ENSMUSE00001399952,2,1,3,0,3,4,1,3,2,7,3,3,1,4,1,10,5,4,5,3,12,6,11
ENSMUSE00001399963,21,3,3,7,1,0,12,1,0,19,8,9,2,3,1,0,0,7,0,0,29,4,1
ENSMUSE00001400004,8,3,0,4,1,3,7,0,0,13,6,7,0,2,1,0,0,4,0,0,15,2,2
ENSMUSE00001400011,29,5,0,10,0,1,15,0,1,29,5,13,8,9,2,1,0,2,0,1,50,4,3
ENSMUSE00001400037,2,1,0,0,0,0,1,0,0,3,1,0,1,1,1,0,0,0,0,0,11,0,0
ENSMUSE00001400094,1,0,0,0,1,0,0,0,0,4,0,5,0,0,1,0,0,0,0,0,6,1,1
ENSMUSE00001400177,2,1,0,1,1,0,3,0,0,4,0,1,0,2,0,0,0,1,0,0,9,0,2
ENSMUSE00001400188,33,19,15,0,4,3,3,3,2,4,1,24,20,12,4,3,1,6,6,11,9,7,12
ENSMUSE00001400211,0,0,0,4,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,8,0,0
ENSMUSE00001400228,5,1,1,1,1,1,1,1,0,17,4,3,0,0,0,2,1,0,0,1,8,1,2
ENSMUSE00001400231,7,1,0,1,1,0,1,0,0,10,0,3,0,0,0,0,1,0,0,0,23,0,0
ENSMUSE00001400276,2,1,1,1,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,3,0,0
ENSMUSE00001400334,491,682,571,49,98,72,338,240,142,121,16,1157,605,755,51,23,34,204,171,111,32,19,40
ENSMUSE00001400352,15,4,1,12,7,6,13,8,6,18,6,9,2,3,0,1,1,3,2,0,29,2,1
ENSMUSE00001400379,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,7,0,0
ENSMUSE00001400416,8,0,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,4,0,1
ENSMUSE00001400429,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,9,0,0
ENSMUSE00001400436,2,7,3,2,3,5,10,16,5,2,0,5,9,5,2,3,4,3,11,7,2,3,6
ENSMUSE00001400482,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,1,1,0,6,0,0
ENSMUSE00001400499,8,0,1,1,0,1,3,0,0,7,2,5,3,2,1,1,1,0,1,0,10,1,1
ENSMUSE00001400500,16,6,11,2,1,2,22,4,2,14,2,34,13,4,6,4,3,4,8,3,13,1,13
ENSMUSE00001400590,6,0,0,2,0,1,2,0,0,2,0,0,0,1,1,0,0,2,0,0,4,0,0
ENSMUSE00001400707,4,0,0,2,0,0,4,1,1,9,0,3,0,0,0,0,0,0,0,1,4,1,0
ENSMUSE00001400986,12,2,0,3,1,0,2,0,0,18,3,3,2,0,4,0,0,1,1,0,26,1,1
ENSMUSE00001401027,9,2,4,2,2,1,2,2,0,23,11,10,6,1,2,0,0,6,0,1,14,2,5
ENSMUSE00001401089,6,0,1,2,0,0,3,2,0,4,1,7,0,0,0,0,2,0,0,0,8,0,0
ENSMUSE00001401114,30,5,2,7,0,3,9,2,2,31,13,15,1,11,2,2,0,5,1,0,79,3,6
ENSMUSE00001401163,1,0,0,1,1,0,1,0,0,2,0,1,1,1,0,0,0,1,0,0,7,0,0
ENSMUSE00001401167,6,0,0,1,1,0,1,0,0,6,1,2,0,0,1,0,0,1,1,0,2,1,0
ENSMUSE00001401227,1,1,0,1,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,6,1,0
ENSMUSE00001401256,4,1,0,1,1,0,0,0,0,9,1,3,0,0,0,0,0,1,2,0,10,1,1
ENSMUSE00001401294,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,1,0
ENSMUSE00001401323,16,4,4,4,2,2,8,1,3,28,7,14,2,5,2,1,0,5,2,3,33,3,6
ENSMUSE00001401331,3,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0,7,0,0
ENSMUSE00001401377,5,0,0,1,1,1,2,1,1,4,0,0,1,0,0,0,1,1,0,0,11,1,1
ENSMUSE00001401432,2,0,1,1,0,0,1,0,0,7,1,2,0,0,0,1,0,0,0,0,2,0,0
ENSMUSE00001401467,728,621,415,530,861,712,863,915,565,817,128,1031,478,522,506,457,425,613,676,489,531,275,519
ENSMUSE00001401481,8,0,0,1,1,0,2,0,0,10,3,1,1,0,0,0,0,0,0,0,7,1,0
ENSMUSE00001401486,39,22,20,9,16,3,37,18,8,13,1,45,11,44,4,2,18,17,25,16,11,4,6
ENSMUSE00001401542,21,5,3,1,2,8,9,5,6,4,0,16,10,8,0,0,0,0,8,3,1,1,1
ENSMUSE00001401709,9,0,0,3,0,0,5,0,0,6,1,1,1,1,1,0,0,0,1,0,20,1,0
ENSMUSE00001401714,10,1,0,5,2,0,4,0,0,18,3,9,2,3,2,3,0,6,2,0,44,2,0
ENSMUSE00001401755,1,0,1,1,1,0,1,0,0,4,3,1,0,0,0,0,0,1,0,0,7,1,1
ENSMUSE00001401795,61,49,86,48,44,38,53,81,44,142,12,106,49,54,43,35,35,34,84,47,132,65,113
ENSMUSE00001401856,8,2,2,1,3,1,2,7,2,6,1,13,6,4,0,0,1,3,2,0,10,0,1
ENSMUSE00001401865,24,1,3,8,2,2,6,1,0,31,8,13,2,2,1,1,0,7,0,1,42,6,5
ENSMUSE00001401915,2,0,2,0,0,0,1,0,0,7,0,1,0,0,0,0,0,0,0,0,2,0,0
ENSMUSE00001401931,310,175,255,211,372,300,503,485,266,507,66,291,128,292,120,188,260,423,462,397,309,207,408
ENSMUSE00001401962,2,1,2,1,1,1,0,1,0,1,0,9,3,8,1,0,0,1,0,0,2,0,2
ENSMUSE00001402012,5,0,0,0,0,1,6,0,0,3,0,2,0,1,0,0,0,0,1,0,4,2,3
ENSMUSE00001402089,10,2,2,1,0,1,6,0,0,19,2,7,0,2,0,1,1,2,1,0,13,2,2
ENSMUSE00001402146,2,0,0,2,0,0,12,0,0,2,1,1,0,0,0,0,0,1,2,0,5,2,1
ENSMUSE00001402268,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0
ENSMUSE00001402275,6,8,2,7,18,10,8,13,1,13,5,3,6,4,3,2,5,16,11,8,16,6,5
ENSMUSE00001402279,136,69,87,67,141,141,304,257,162,87,15,158,41,61,57,68,94,274,298,235,79,51,68
ENSMUSE00001402293,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,6,0,0
ENSMUSE00001402327,30,1,1,7,4,0,13,0,2,37,10,8,4,5,3,0,0,8,1,0,47,1,4
ENSMUSE00001402411,1,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,1,0,0,6,1,1
ENSMUSE00001402445,2,1,0,2,0,0,2,0,0,3,0,2,0,0,1,0,0,2,0,0,8,0,1
ENSMUSE00001402470,5,1,0,2,0,0,2,0,0,3,8,4,0,2,0,0,1,2,0,0,4,0,0
ENSMUSE00001402497,73,18,55,1,0,1,3,2,0,7,0,68,3,79,0,1,0,0,1,0,4,0,2
ENSMUSE00001402565,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,6,0,2
ENSMUSE00001402591,2,1,0,0,0,0,1,0,0,3,3,6,0,0,0,0,0,2,0,0,9,1,0
ENSMUSE00001402655,3,1,0,0,0,0,1,0,0,5,0,0,2,0,0,0,1,1,0,0,19,2,1
ENSMUSE00001402657,3,0,0,3,0,0,2,0,0,6,2,2,0,0,0,0,0,0,1,0,13,0,0
ENSMUSE00001402694,9,2,1,1,0,0,1,0,0,6,0,1,0,1,0,0,0,0,0,0,16,0,0
ENSMUSE00001402712,1,0,1,2,0,0,4,0,1,7,2,1,0,0,1,0,2,1,0,1,8,1,3
ENSMUSE00001402782,3,0,0,1,0,0,3,0,0,3,2,1,0,1,0,0,0,0,0,0,12,0,1
ENSMUSE00001402806,2,0,0,0,0,0,4,0,0,4,7,0,0,1,0,0,0,1,0,0,7,1,0
ENSMUSE00001402862,12,0,0,0,0,0,1,1,1,3,0,0,1,0,1,1,1,0,1,2,2,0,0
ENSMUSE00001402888,6,0,0,0,0,0,0,0,0,4,1,3,0,1,0,0,0,1,0,0,4,1,1
ENSMUSE00001402935,7,0,0,0,0,0,2,0,0,3,2,1,1,1,0,0,0,0,0,0,5,0,0
ENSMUSE00001402950,1,1,0,1,3,2,9,6,4,0,0,0,0,1,1,0,4,7,8,8,0,0,0
ENSMUSE00001403056,1,1,0,0,0,0,0,0,0,7,0,2,1,0,0,0,0,1,0,0,7,1,0
ENSMUSE00001403121,128,9,40,3,3,2,16,1,1,15,1,187,4,68,0,1,0,4,7,0,14,2,8
ENSMUSE00001403122,2,0,0,1,0,3,7,1,1,3,0,0,1,2,1,0,0,0,1,1,1,0,0
ENSMUSE00001403182,15,1,1,5,3,0,11,0,1,12,5,7,0,4,2,0,0,3,2,0,18,0,1
ENSMUSE00001403194,0,1,0,1,0,1,0,0,0,1,0,2,0,1,0,0,0,1,0,0,9,0,0
ENSMUSE00001403254,27,39,10,12,34,28,43,39,28,22,5,62,13,24,10,5,13,20,33,15,15,2,21
ENSMUSE00001403353,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,11,0,0
ENSMUSE00001403403,3,0,0,0,0,0,2,0,0,2,0,1,1,1,0,0,0,0,0,0,8,0,1
ENSMUSE00001403436,10,29,1,4,20,15,48,164,47,2,0,23,26,36,17,26,37,92,243,159,5,12,28
ENSMUSE00001403525,9,1,1,3,0,0,2,0,0,9,6,7,1,1,0,0,0,1,1,0,10,0,1
ENSMUSE00001403587,15,2,14,7,21,12,3,10,9,26,1,7,4,12,7,9,8,13,20,18,14,16,21
ENSMUSE00001403594,3,0,1,1,0,0,3,1,0,8,0,2,2,3,1,0,1,0,0,0,18,4,1
ENSMUSE00001403610,2,0,1,0,0,0,0,0,0,6,0,3,0,1,0,0,0,0,0,0,4,0,0
ENSMUSE00001403629,9,1,0,0,0,1,2,0,1,26,2,3,1,2,1,0,0,2,1,1,15,1,3
ENSMUSE00001403664,1,0,0,0,1,0,1,0,0,0,1,3,1,0,0,0,0,0,0,0,6,1,0
ENSMUSE00001403676,2,0,0,2,1,0,1,0,0,8,1,4,0,1,2,1,0,0,1,0,3,0,0
ENSMUSE00001403755,7,0,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,5,0,0
ENSMUSE00001403778,3,1,0,1,1,1,7,1,0,2,0,0,1,2,0,0,0,0,0,2,2,0,1
ENSMUSE00001403783,1,0,0,1,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,9,0,0
ENSMUSE00001403795,7,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,2,0,0
ENSMUSE00001403811,3,0,0,0,3,0,5,8,4,4,0,1,0,0,0,0,0,0,0,0,2,2,2
ENSMUSE00001403851,6,0,0,0,0,0,2,0,1,2,1,3,0,0,0,0,1,0,0,0,0,0,0
ENSMUSE00001403865,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,7,0,0
ENSMUSE00001403870,2,0,0,0,0,0,1,0,0,1,3,4,0,0,0,0,0,0,0,0,6,0,0
ENSMUSE00001403910,5,0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0,6,1,0
ENSMUSE00001403918,7,0,0,3,0,0,3,0,0,1,0,2,0,3,0,0,0,1,0,0,3,0,0
ENSMUSE00001403932,8,17,9,6,26,20,29,49,17,33,3,19,16,10,4,16,18,40,35,38,20,7,26
ENSMUSE00001403970,0,4,0,0,0,0,2,4,0,0,0,0,4,2,3,1,1,4,9,7,0,2,5
ENSMUSE00001403973,1,0,0,2,6,6,1,1,3,6,2,1,0,0,1,2,6,0,1,0,1,3,1
ENSMUSE00001403995,4,1,0,2,1,0,4,0,0,8,2,6,1,1,2,0,0,0,0,0,16,0,2
ENSMUSE00001404012,12,0,0,4,1,2,2,0,0,4,2,9,0,2,0,0,0,1,0,0,17,3,0
ENSMUSE00001404035,7,1,0,5,0,0,3,0,0,12,2,1,0,0,1,1,0,2,0,0,27,0,1
ENSMUSE00001404046,3,1,1,0,0,0,3,0,0,6,0,3,0,1,0,0,0,0,0,0,7,0,0
ENSMUSE00001404049,6,0,0,0,0,0,0,0,0,6,2,2,0,2,0,0,0,0,0,0,3,1,1
ENSMUSE00001404130,3,0,0,0,0,0,0,0,0,4,2,1,0,2,0,1,0,0,0,0,9,1,1
ENSMUSE00001404218,2,0,0,2,1,0,2,0,0,8,0,4,0,2,1,0,0,0,1,0,5,0,3
ENSMUSE00001404259,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0
ENSMUSE00001404275,0,2,1,4,8,7,2,0,2,8,5,2,0,0,0,1,4,0,2,1,1,6,12
ENSMUSE00001404289,45,20,22,19,83,46,64,59,36,73,8,53,11,18,21,19,33,57,82,59,40,26,31
ENSMUSE00001404303,4,0,0,4,1,0,6,1,1,12,0,0,0,1,0,0,0,7,1,2,7,0,0
ENSMUSE00001404399,7,0,0,16,2,1,6,8,2,4,8,2,0,0,0,1,2,3,1,6,3,1,0
ENSMUSE00001404417,3,1,1,3,1,0,4,2,3,8,1,7,1,0,0,0,0,0,1,2,7,4,0
ENSMUSE00001404440,224,110,22,313,578,468,1156,1018,538,130,13,309,44,31,237,179,286,940,987,813,78,32,60
ENSMUSE00001404550,15,2,4,10,13,12,11,25,11,33,11,8,1,3,4,7,5,6,19,14,18,2,4
ENSMUSE00001404782,3,0,0,1,0,0,6,0,0,1,1,1,0,1,0,0,0,0,0,0,7,0,0
ENSMUSE00001404796,3,1,0,3,0,0,4,1,0,6,2,1,0,0,0,0,0,1,0,0,4,1,1
ENSMUSE00001404815,3,0,0,5,1,2,5,0,0,10,4,3,0,0,0,1,1,2,0,0,10,1,1
ENSMUSE00001404821,17,6,3,6,4,1,8,6,0,16,2,12,0,1,1,0,0,6,9,3,16,0,1
ENSMUSE00001404829,2,0,6,0,0,1,4,1,0,7,0,5,0,7,1,1,2,2,3,0,3,0,0
ENSMUSE00001404865,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0
ENSMUSE00001404889,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,6,0,0
ENSMUSE00001404894,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,6,0,0
ENSMUSE00001404949,17,13,8,1,2,4,9,3,0,6,0,14,3,10,2,1,3,3,2,2,12,3,0
ENSMUSE00001404982,1,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,1,7,0,1
ENSMUSE00001404987,9,0,0,4,0,0,1,0,0,7,6,1,0,1,0,1,0,0,0,0,1,0,1
ENSMUSE00001404995,2,0,0,1,0,0,3,1,0,1,5,0,1,1,1,0,0,1,0,1,13,0,0
ENSMUSE00001405051,0,0,0,1,0,0,0,0,0,6,1,0,1,1,0,0,0,0,0,0,4,0,0
ENSMUSE00001405152,11,0,0,2,0,0,5,0,0,12,3,6,0,1,0,0,0,1,0,0,14,0,0
ENSMUSE00001405189,1,0,1,0,0,0,7,0,0,2,0,1,0,1,1,0,0,2,0,0,3,0,0
ENSMUSE00001405205,7,0,3,0,1,0,10,1,0,19,6,4,0,3,0,0,1,2,1,0,35,1,1
ENSMUSE00001405231,8,0,0,7,2,0,15,0,1,16,3,15,0,2,0,0,0,6,0,0,30,1,1
ENSMUSE00001405306,1,0,0,2,1,0,2,0,0,7,0,4,0,0,0,0,0,1,0,0,7,0,0
ENSMUSE00001405456,12,0,1,5,1,0,13,0,0,21,4,6,3,5,2,1,0,3,3,1,31,3,3
ENSMUSE00001405465,19,0,1,8,0,1,8,1,1,28,3,6,2,2,0,0,0,1,0,0,17,1,1
ENSMUSE00001405476,4,0,0,2,0,0,3,0,0,5,1,5,0,0,0,0,0,0,0,0,8,0,0
ENSMUSE00001405480,3,0,0,2,0,0,3,0,0,1,2,4,1,0,0,0,0,0,0,0,8,1,0
ENSMUSE00001405493,10,1,0,2,2,1,7,0,0,6,1,4,0,2,1,1,0,0,0,1,8,2,2
ENSMUSE00001405564,86,11,4,32,7,2,63,1,0,139,31,42,7,14,5,3,4,15,3,2,189,12,15
ENSMUSE00001405569,6,0,1,7,0,0,4,0,0,15,2,0,1,1,0,0,0,3,1,0,20,0,0
ENSMUSE00001405693,2,0,1,0,0,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,10,0,0
ENSMUSE00001405695,1,1,0,1,1,0,2,4,0,2,1,1,0,0,1,0,6,1,3,1,0,1,1
ENSMUSE00001405704,7,10,4,2,1,0,1,0,0,1,1,18,11,4,0,0,0,4,1,1,3,0,0
ENSMUSE00001405725,1,0,0,2,0,1,3,0,0,3,1,2,0,0,0,0,0,4,1,0,12,1,1
ENSMUSE00001405741,7,12,3,0,0,0,3,0,0,0,0,9,2,8,0,1,0,3,1,0,7,0,1
ENSMUSE00001405758,57,7,4,30,5,3,22,2,4,78,24,34,11,11,3,1,0,13,3,2,147,10,9
ENSMUSE00001405779,6,2,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,3,0,1
ENSMUSE00001405861,312,73,124,45,52,56,136,149,65,54,3,400,55,127,20,10,40,124,168,118,49,18,53
ENSMUSE00001405908,13,1,1,6,2,0,2,1,0,23,5,20,0,3,1,0,1,5,1,0,23,5,2
ENSMUSE00001405972,18,32,20,11,34,28,31,41,15,17,2,36,16,21,15,18,15,18,22,17,7,14,11
ENSMUSE00001406013,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSE00001406044,7595,1707,2701,1496,2824,2086,7677,6679,2822,4523,409,10831,953,2993,1289,1145,1755,5487,6180,4410,2711,1520,2832
ENSMUSE00001406077,4,0,0,4,0,1,2,0,0,6,2,1,0,0,0,0,0,0,0,0,8,0,0
ENSMUSE00001406177,1,0,1,2,0,1,7,0,0,0,1,1,0,0,0,0,0,0,0,0,4,1,1
ENSMUSE00001406202,4,0,0,1,0,0,0,0,1,4,1,0,0,0,0,0,0,1,1,0,7,0,2
ENSMUSE00001406292,2,3,0,0,0,2,3,1,1,7,3,2,1,1,1,0,0,3,1,0,5,2,0
ENSMUSE00001406329,2,0,0,2,0,0,1,0,0,4,0,2,2,1,0,0,0,1,0,0,21,1,0
ENSMUSE00001406330,22,9,25,4,10,16,7,8,6,31,6,20,7,16,4,3,6,8,5,12,31,14,17
ENSMUSE00001406388,8,2,4,5,5,13,4,17,9,8,4,6,2,2,11,6,8,2,18,11,13,4,9
ENSMUSE00001406426,367,197,111,93,198,161,329,271,206,207,19,447,97,182,141,124,157,615,481,448,152,65,123
ENSMUSE00001406483,54,7,5,15,2,6,24,3,1,87,21,39,11,10,4,2,1,13,0,2,114,9,9
ENSMUSE00001406514,4,2,0,0,0,0,4,2,0,4,5,8,0,0,0,1,0,0,2,1,7,0,0
ENSMUSE00001406569,1,0,0,2,0,1,3,0,0,5,0,0,0,0,0,0,0,1,0,0,10,1,1
ENSMUSE00001406603,12,0,0,8,1,0,5,2,0,16,11,7,2,5,0,1,1,0,2,0,29,4,2
ENSMUSE00001406622,5,2,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,7,1,0
ENSMUSE00001406625,15,1,8,19,65,56,54,101,59,54,4,23,1,16,12,21,14,19,60,25,19,12,33
ENSMUSE00001406677,3,2,5,2,12,12,6,5,7,20,5,5,5,3,4,7,12,11,8,4,12,20,24
ENSMUSE00001406712,1,2,0,0,0,0,7,0,0,1,1,1,0,0,0,0,0,2,2,1,5,0,0
ENSMUSE00001406718,6,1,1,0,0,0,2,1,0,2,2,5,0,4,0,0,0,0,1,0,6,0,1
ENSMUSE00001406759,1,0,0,2,0,0,2,0,0,4,2,3,2,3,0,1,0,0,0,0,8,1,2
ENSMUSE00001406811,22,2,0,4,1,0,8,0,1,18,8,5,2,3,2,2,0,3,0,0,43,2,1
ENSMUSE00001406868,3,3,1,6,26,11,49,44,56,7,0,1,1,1,13,6,9,33,51,38,4,0,2
ENSMUSE00001406881,3,2,0,4,3,3,7,11,5,9,4,1,1,0,0,3,11,5,12,2,7,1,2
ENSMUSE00001406888,6,0,0,1,0,2,1,0,6,1,0,2,0,4,0,0,0,0,0,1,2,0,0
ENSMUSE00001407018,42,46,28,70,69,65,113,143,58,72,11,80,17,21,43,27,34,51,109,80,56,15,38
ENSMUSE00001407019,5,4,3,3,3,1,8,6,4,4,1,15,1,4,3,0,1,2,4,3,6,2,2
ENSMUSE00001407027,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,10,1,0
ENSMUSE00001407042,13,12,4,8,11,5,24,13,12,26,6,7,5,14,15,5,4,11,3,10,31,20,24
ENSMUSE00001407049,10,1,1,4,0,1,7,1,0,16,8,7,1,3,0,0,1,2,2,3,39,2,1
ENSMUSE00001407060,14,1,1,3,2,1,12,1,0,22,4,11,1,2,1,0,1,3,0,0,22,1,0
ENSMUSE00001407125,62,62,47,56,65,73,74,78,33,118,3,67,59,79,73,54,102,83,85,71,88,53,65
ENSMUSE00001407195,320,262,228,115,181,151,203,255,138,284,24,404,136,256,122,95,119,229,232,170,238,117,202
ENSMUSE00001407234,18,2,3,3,1,0,10,0,1,15,3,8,1,9,0,3,1,5,3,4,32,4,5
ENSMUSE00001407469,13,1,1,2,0,1,6,0,0,9,2,4,0,1,1,0,1,2,0,1,17,2,0
ENSMUSE00001407494,13,0,0,3,0,2,4,1,0,13,1,7,1,4,0,0,0,2,0,1,11,2,0
ENSMUSE00001407515,0,1,1,1,1,0,6,3,1,3,1,2,1,0,0,0,2,2,4,1,3,1,0
ENSMUSE00001407574,8,4,1,7,10,10,17,16,6,12,0,13,0,1,9,4,6,5,22,10,2,5,5
ENSMUSE00001407605,12,0,2,6,1,0,6,0,0,29,4,4,1,3,1,2,0,4,0,0,21,2,1
ENSMUSE00001407616,47,10,13,12,48,40,50,46,15,38,1,40,9,25,27,18,23,42,50,34,30,15,29
ENSMUSE00001407675,1,0,0,0,1,2,3,1,0,0,1,3,0,0,1,0,0,0,5,7,11,0,5
ENSMUSE00001407764,14,5,0,6,3,3,19,1,1,21,4,9,3,3,1,0,0,5,1,1,44,2,0
ENSMUSE00001407765,2,0,0,1,2,0,5,1,0,4,0,6,0,1,1,0,0,0,1,1,10,0,1
ENSMUSE00001407786,40,5,2,14,4,0,27,1,1,71,11,37,6,7,2,1,2,9,1,0,115,7,8
ENSMUSE00001407906,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0
ENSMUSE00001407908,6,2,1,0,1,0,3,0,0,9,0,6,1,2,0,0,0,2,1,2,11,0,1
ENSMUSE00001407919,2,0,2,1,2,0,4,7,3,4,0,7,0,0,0,1,1,3,2,0,1,0,1
ENSMUSE00001407937,35,3,2,15,0,0,14,0,1,41,5,25,3,7,1,7,0,2,1,1,60,0,4
ENSMUSE00001408020,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,2,4,2,14,0,0,0
ENSMUSE00001408039,2,1,0,0,1,1,8,1,1,0,1,5,1,1,1,0,0,0,0,1,0,0,0
ENSMUSE00001408053,9,0,6,1,2,0,6,0,0,9,2,4,0,0,0,1,1,3,0,0,18,0,3
ENSMUSE00001408069,2,0,0,0,0,0,0,2,1,7,4,0,1,0,0,0,0,6,10,7,2,1,0
ENSMUSE00001408157,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,6,0,0
ENSMUSE00001408168,6,2,0,2,4,4,6,2,9,7,0,7,2,3,2,2,2,2,9,6,6,1,1
ENSMUSE00001408171,24,1,0,10,2,1,4,0,3,29,9,9,2,7,1,0,0,6,4,0,47,3,4
ENSMUSE00001408234,34,1,0,4,1,1,8,1,0,20,7,6,1,2,3,0,0,3,1,1,48,5,1
ENSMUSE00001408253,18,1,0,9,4,1,11,1,0,33,8,8,0,2,1,1,1,4,1,0,37,2,2
ENSMUSE00001408279,25,12,28,17,48,33,23,24,9,138,46,41,42,24,56,20,36,26,36,27,112,111,155
ENSMUSE00001408302,15,11,3,23,21,11,45,43,16,11,4,16,13,5,2,2,4,12,18,12,6,8,3
ENSMUSE00001408415,15,2,3,4,2,3,3,2,1,17,11,14,4,5,0,2,0,1,0,0,41,2,3
ENSMUSE00001408421,63,21,31,10,21,12,34,49,13,24,1,98,15,38,6,8,22,39,28,17,18,10,21
ENSMUSE00001408431,5,0,0,1,0,2,3,2,1,5,3,1,0,1,0,0,0,0,1,1,11,0,0
ENSMUSE00001408448,4,1,1,0,1,3,4,2,4,2,1,2,1,0,3,0,0,3,1,1,12,2,0
ENSMUSE00001408464,1,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,10,0,0
ENSMUSE00001408502,9,0,0,1,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,4,0,0
ENSMUSE00001408525,6,0,1,1,0,0,1,1,1,3,4,11,0,4,2,0,0,3,0,0,17,1,1
ENSMUSE00001408627,0,0,0,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3
ENSMUSE00001408633,0,2,1,0,0,0,2,0,0,3,0,2,2,1,1,1,0,1,1,4,8,5,6
ENSMUSE00001408666,6,1,6,1,11,3,11,9,9,19,5,9,0,2,2,1,2,9,8,4,5,4,0
ENSMUSE00001408672,0,1,2,0,0,1,1,0,0,4,3,6,0,3,0,0,0,0,0,1,3,0,0
ENSMUSE00001408753,7,0,0,1,2,1,2,0,1,7,3,3,0,2,1,0,0,4,1,0,9,4,0
ENSMUSE00001408755,3,2,7,1,0,0,1,1,1,5,1,5,6,1,0,0,0,0,0,1,6,0,0
ENSMUSE00001408940,5,0,0,2,0,0,2,0,0,5,4,7,0,3,0,0,1,3,0,0,11,3,0
ENSMUSE00001409007,24,3,6,5,1,0,19,9,5,14,0,13,5,3,0,1,2,14,8,9,8,1,10
ENSMUSE00001409011,10,1,1,5,5,1,20,0,0,17,4,6,0,0,1,0,0,6,1,0,18,5,2
ENSMUSE00001409022,2,1,1,13,14,16,26,36,25,11,1,11,3,6,2,14,4,16,26,19,11,2,1
