name,KO_0h_rep1_dupr_F,KO_0h_rep2_dupr_F,KO_0h_rep3_dupr_F,KO_24h_rep1_dupr_F,KO_24h_rep2_dupr_F,KO_24h_rep3_dupr_F,KO_48h_rep1_dupr_F,KO_48h_rep2_dupr_F,KO_48h_rep3_dupr_F,KO_6h_rep1_dupr_F,KO_6h_rep2_dupr_F,WT_0h_rep1_dupr_F,WT_0h_rep2_dupr_F,WT_0h_rep3_dupr_F,WT_24h_rep1_dupr_F,WT_24h_rep2_dupr_F,WT_24h_rep3_dupr_F,WT_48h_rep1_dupr_F,WT_48h_rep2_dupr_F,WT_48h_rep3_dupr_F,WT_6h_rep1_dupr_F,WT_6h_rep2_dupr_F,WT_6h_rep3_dupr_F
ENSMUSE00000713890,2,0,2,5,25,5,17,37,8,2,0,2,0,0,2,6,10,23,25,18,0,1,1
ENSMUSE00000714063,1,1,0,0,0,1,6,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
ENSMUSE00000714140,7,2,0,4,6,2,9,10,5,6,0,5,2,4,2,1,7,11,7,11,7,2,7
ENSMUSE00000714165,28,5,0,6,4,2,24,6,1,30,2,19,2,8,3,1,0,11,6,1,54,2,3
ENSMUSE00000714171,223,65,72,39,57,54,241,197,101,157,20,307,16,79,43,40,56,183,211,187,65,55,37
ENSMUSE00000714191,0,0,1,4,2,1,8,6,0,5,0,0,0,0,5,2,6,1,5,7,1,0,5
ENSMUSE00000714206,10,2,2,5,0,0,9,0,0,12,1,12,1,8,6,0,1,1,1,0,25,1,2
ENSMUSE00000714241,8,10,1,0,0,0,1,0,1,1,0,9,8,9,0,0,0,0,1,0,0,0,0
ENSMUSE00000714242,573,445,400,291,596,435,774,625,459,621,70,738,287,479,264,264,302,560,748,530,389,253,315
ENSMUSE00000714501,8,5,8,1,4,2,7,12,11,1,0,11,9,7,1,3,2,5,6,5,6,1,3
ENSMUSE00000714566,4,0,3,1,2,3,7,3,6,5,0,12,0,3,2,0,1,10,9,8,4,3,2
ENSMUSE00000714675,24,70,31,17,29,32,24,51,17,40,8,57,38,38,12,6,12,23,43,26,46,19,40
ENSMUSE00000714836,2,2,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,14,0,0
ENSMUSE00000714897,1,1,0,2,12,6,3,6,1,10,0,5,2,0,2,6,1,2,11,7,6,2,2
ENSMUSE00000714903,3,0,1,1,3,7,5,15,5,4,1,6,0,0,1,1,3,2,2,8,1,2,1
ENSMUSE00000714963,16,14,8,2,7,6,14,8,10,3,0,21,4,2,2,6,3,8,12,13,2,1,0
ENSMUSE00000714975,87,15,23,14,35,26,38,32,23,32,4,110,12,30,17,18,21,26,63,43,19,16,29
ENSMUSE00000714981,19,10,7,10,6,2,22,13,9,32,4,42,10,19,8,7,13,18,28,25,22,12,31
ENSMUSE00000715002,53,7,5,11,4,1,24,2,0,53,29,29,2,5,6,1,2,10,6,1,104,8,7
ENSMUSE00000715047,144,34,86,34,38,48,152,142,86,19,2,158,37,62,23,12,13,142,149,117,9,2,11
ENSMUSE00000715251,7,0,0,2,0,1,2,1,1,7,0,2,1,0,0,0,0,1,4,0,3,0,0
ENSMUSE00000715318,38,29,25,6,20,14,49,35,19,31,5,96,8,42,15,8,21,31,16,15,14,8,14
ENSMUSE00000715364,4,0,0,0,0,1,0,1,0,3,1,2,0,1,0,0,0,0,0,0,15,1,1
ENSMUSE00000715482,2,0,0,1,1,1,4,9,1,2,0,1,0,1,1,2,0,8,0,3,2,3,0
ENSMUSE00000715531,0,0,2,5,8,1,1,3,1,11,1,7,3,1,5,0,1,3,3,6,7,9,4
ENSMUSE00000715704,18,5,8,0,2,1,15,9,3,7,0,38,0,3,1,3,5,25,17,7,3,0,2
ENSMUSE00000715749,12,1,2,1,9,8,12,20,7,12,2,9,0,6,2,2,3,8,19,10,5,2,7
ENSMUSE00000715862,27,7,2,5,18,8,32,45,14,15,1,18,5,8,4,0,7,18,29,11,6,14,8
ENSMUSE00000715943,6,0,0,0,1,1,9,2,0,1,0,7,0,0,1,0,2,2,3,3,0,0,1
ENSMUSE00000716003,13,2,11,4,15,12,21,17,5,11,1,52,4,11,2,2,4,21,30,14,9,2,1
ENSMUSE00000716065,0,1,0,1,7,3,1,3,3,7,0,6,1,0,0,1,7,1,5,6,5,1,0
ENSMUSE00000716079,0,1,0,3,3,0,5,12,3,8,0,0,0,0,1,0,3,6,6,7,2,1,4
ENSMUSE00000716107,6,1,2,0,2,1,6,3,4,1,0,1,1,0,1,1,0,0,1,1,6,3,2
ENSMUSE00000716176,6,0,0,1,0,2,1,0,0,5,2,0,0,2,0,0,0,0,0,0,1,2,1
ENSMUSE00000716237,27,10,18,30,45,45,27,32,11,45,6,31,1,15,22,11,20,34,47,23,45,30,37
ENSMUSE00000716277,86,27,76,15,45,35,63,49,38,45,1,123,12,59,14,28,25,69,97,52,34,5,31
ENSMUSE00000716336,8,9,1,1,21,11,23,21,7,10,1,25,3,1,5,2,2,11,17,7,5,3,8
ENSMUSE00000716351,42,6,1,12,3,0,14,1,0,54,15,32,0,13,2,0,2,8,1,1,81,8,4
ENSMUSE00000716376,2,5,0,1,8,3,9,2,1,6,0,4,1,3,0,1,0,3,6,2,3,5,4
ENSMUSE00000716383,13,0,2,3,1,0,6,0,0,16,5,17,0,1,0,1,0,3,1,0,22,8,0
ENSMUSE00000716406,18,7,4,0,2,9,4,1,2,2,3,18,4,5,1,0,1,1,3,1,3,6,5
ENSMUSE00000716417,60,27,71,3,9,5,8,4,6,23,4,44,17,60,2,6,7,4,9,3,22,18,16
ENSMUSE00000716424,1,1,1,1,3,0,5,0,0,3,2,1,1,1,0,0,0,0,0,0,8,1,0
ENSMUSE00000716479,11,6,11,2,6,6,4,8,0,8,1,23,2,3,2,2,2,6,6,2,15,4,7
ENSMUSE00000716499,4,0,0,0,1,0,0,1,1,1,0,2,1,1,0,0,1,10,5,1,2,0,0
ENSMUSE00000716634,4,2,0,1,0,1,7,0,0,4,2,2,0,0,0,0,0,0,0,0,6,1,2
ENSMUSE00000716659,10,2,6,2,1,1,0,0,0,1,1,7,4,11,3,1,0,0,1,0,1,0,0
ENSMUSE00000716702,1,1,0,1,0,0,2,5,0,3,0,1,0,1,1,0,2,14,9,10,5,0,0
ENSMUSE00000716708,17,10,0,20,36,20,26,52,14,65,13,14,3,5,13,24,26,12,56,30,35,18,25
ENSMUSE00000716754,4,1,1,1,3,1,5,1,1,14,2,4,0,2,1,0,1,1,1,0,18,0,0
ENSMUSE00000716797,8,0,1,8,4,4,9,2,2,11,7,7,0,3,1,2,4,10,4,6,24,6,1
ENSMUSE00000716877,60,12,24,10,26,27,50,48,25,37,1,89,11,31,11,18,16,34,48,24,26,23,28
ENSMUSE00000716933,9,2,2,0,4,1,19,15,11,7,1,7,0,3,1,1,7,18,15,13,2,1,1
ENSMUSE00000716960,4,0,1,3,0,0,1,0,0,13,1,3,1,2,0,0,0,2,1,0,10,0,2
ENSMUSE00000717023,7,2,1,0,0,0,2,0,0,4,0,1,0,0,1,0,1,1,1,0,1,1,2
ENSMUSE00000717035,62,38,60,19,11,26,32,30,19,117,23,98,39,70,9,10,3,17,28,16,50,38,49
ENSMUSE00000717272,21,1,20,3,15,1,13,9,5,16,1,28,4,25,1,5,8,8,7,4,5,7,15
ENSMUSE00000717317,28,2,6,4,22,13,17,11,1,12,1,11,5,14,5,2,8,14,14,6,9,5,11
ENSMUSE00000717419,46,5,3,12,43,25,45,24,14,26,0,141,5,26,16,11,21,88,100,63,25,6,11
ENSMUSE00000717421,9,6,5,5,8,6,3,6,4,9,1,7,5,12,1,7,3,5,3,6,6,3,5
ENSMUSE00000717572,0,1,0,1,9,3,12,14,4,0,0,3,0,1,1,4,1,9,7,8,0,0,0
ENSMUSE00000717615,1,0,0,2,5,1,2,1,0,2,0,1,0,1,1,0,1,0,7,8,3,0,1
ENSMUSE00000717837,7,1,0,2,0,2,3,2,1,5,1,4,0,3,0,1,0,6,6,7,18,0,0
ENSMUSE00000717866,4,1,1,0,1,1,1,0,0,1,0,6,0,0,1,2,0,6,9,7,1,1,1
ENSMUSE00000717899,18,22,20,8,27,15,42,34,10,24,2,54,16,27,14,6,13,24,26,12,24,25,10
ENSMUSE00000717923,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
ENSMUSE00000718198,7,4,20,10,11,10,7,7,6,16,2,10,12,21,10,10,11,15,10,4,20,11,26
ENSMUSE00000718254,9,8,5,2,15,6,5,7,2,16,1,14,2,4,5,6,1,10,13,8,13,8,9
ENSMUSE00000718270,10,1,2,2,2,0,1,4,0,8,3,12,0,5,1,2,0,1,2,2,26,2,0
ENSMUSE00000718335,43,12,21,11,33,36,49,50,21,48,3,61,10,36,12,29,31,38,64,20,27,13,38
ENSMUSE00000718541,4,0,1,1,3,3,12,2,7,1,0,9,0,2,3,3,1,6,4,3,2,4,1
ENSMUSE00000718573,8,0,5,1,0,1,0,3,4,1,1,14,0,12,0,0,0,1,1,1,2,0,0
ENSMUSE00000718609,6,5,7,1,0,2,3,1,2,4,0,8,3,7,3,0,2,4,4,2,4,1,0
ENSMUSE00000718724,9,5,6,1,1,1,6,1,2,10,2,22,3,5,0,1,1,1,0,1,7,1,0
ENSMUSE00000718855,22,2,7,8,1,0,13,6,0,21,4,16,4,3,3,0,2,35,8,9,18,6,4
ENSMUSE00000718871,12,6,18,6,27,19,37,22,11,19,0,17,4,20,5,4,5,19,28,23,13,8,10
ENSMUSE00000718875,28,16,25,12,18,11,14,20,14,18,1,45,10,20,4,6,16,14,14,9,17,5,9
ENSMUSE00000719010,8,1,3,7,2,8,7,5,4,8,1,2,2,4,3,3,5,0,8,6,9,0,5
ENSMUSE00000719039,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSE00000719144,13,5,6,3,5,10,21,17,10,28,2,12,9,10,0,1,3,15,9,20,31,9,13
ENSMUSE00000719154,0,1,5,2,5,4,2,4,0,12,1,3,6,1,9,1,3,2,1,0,10,1,4
ENSMUSE00000719234,17,10,9,8,10,18,14,18,5,15,8,42,4,13,8,6,6,17,21,18,5,7,5
ENSMUSE00000719276,5,0,1,3,0,0,0,0,0,9,3,5,1,2,0,2,0,1,1,0,19,1,1
ENSMUSE00000719286,5,4,3,7,12,5,12,14,12,17,1,2,2,9,2,1,5,7,6,5,11,2,7
ENSMUSE00000719291,3,0,0,1,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,7,0,0
ENSMUSE00000719296,25,28,25,25,35,23,27,35,14,58,11,42,15,29,22,27,18,28,31,27,42,26,45
ENSMUSE00000719327,27,7,29,18,43,24,14,34,16,40,3,26,3,17,9,10,30,10,32,18,12,14,33
ENSMUSE00000719345,0,0,0,3,1,1,9,5,3,5,0,0,0,0,0,1,1,2,3,1,2,1,1
ENSMUSE00000719444,4,2,1,0,4,0,7,4,3,0,0,1,0,0,0,0,1,4,8,0,0,0,1
ENSMUSE00000719523,4,1,2,0,0,2,10,4,1,0,0,13,1,1,0,0,0,1,11,4,0,1,1
ENSMUSE00000719559,33,1,2,20,4,2,26,1,2,45,7,23,2,8,3,1,1,6,1,0,65,8,8
ENSMUSE00000719562,2,1,1,0,10,1,36,30,7,5,1,1,0,0,0,1,0,0,4,0,7,1,1
ENSMUSE00000719595,5,2,2,3,6,7,1,7,4,25,1,17,1,3,2,4,5,4,14,9,6,2,10
ENSMUSE00000719604,5,0,0,2,0,0,3,0,0,1,0,1,0,1,0,0,1,0,0,0,11,0,3
ENSMUSE00000719656,3,1,0,0,1,0,1,0,0,1,0,5,0,2,0,0,0,0,0,0,8,0,1
ENSMUSE00000719662,2,2,2,1,0,0,0,0,0,0,0,7,1,2,0,0,0,0,0,0,0,0,0
ENSMUSE00000719718,27,22,18,14,27,29,20,23,18,30,9,41,8,26,9,12,21,13,27,19,23,20,17
ENSMUSE00000719922,8,4,8,1,2,1,15,15,9,1,0,19,4,6,0,1,1,20,2,2,0,0,0
ENSMUSE00000719933,15,7,1,8,6,1,2,1,0,17,14,31,3,10,3,3,0,10,5,0,100,10,7
ENSMUSE00000720029,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSE00000720031,121,71,58,14,20,37,89,52,42,27,0,184,35,92,34,17,26,57,64,57,34,17,9
ENSMUSE00000720118,0,0,0,0,0,0,2,0,1,4,1,1,0,2,0,0,0,0,1,0,7,0,2
ENSMUSE00000720218,66,30,29,16,12,10,17,25,13,25,6,69,15,61,9,9,14,18,18,17,59,10,20
ENSMUSE00000720336,12,3,7,6,16,6,7,7,4,11,0,14,0,1,1,6,7,8,11,9,4,6,2
ENSMUSE00000720371,5,0,3,0,0,4,7,0,0,7,2,5,1,1,1,1,0,5,2,3,7,1,3
ENSMUSE00000720388,322,125,308,66,155,153,165,207,52,262,38,585,100,313,102,88,106,181,205,161,188,120,173
ENSMUSE00000720390,303,474,232,171,331,213,471,462,345,340,37,332,339,232,240,225,218,333,384,356,282,139,364
ENSMUSE00000720522,1937,1535,1798,511,1004,816,1173,1111,732,1751,310,2698,1075,1848,468,535,709,847,1140,772,1226,940,1432
ENSMUSE00000720525,2,5,1,0,0,1,1,0,1,1,0,14,11,5,0,0,0,0,0,0,2,0,1
ENSMUSE00000720542,13,8,3,0,1,3,13,13,4,9,1,19,4,11,0,1,2,2,3,3,4,2,8
ENSMUSE00000720578,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,6,0,0
ENSMUSE00000720606,56,58,19,9,33,47,20,22,8,46,15,65,50,21,34,19,51,10,34,29,51,29,29
ENSMUSE00000720665,5,2,3,1,0,1,3,1,0,8,0,4,1,2,1,1,0,1,1,0,3,1,1
ENSMUSE00000720704,6,3,4,3,10,6,6,2,5,16,3,2,1,10,1,0,7,3,4,5,2,1,6
ENSMUSE00000720915,5,0,1,0,3,0,1,2,0,8,1,2,1,2,5,0,0,0,3,1,0,0,6
ENSMUSE00000720952,9,1,0,0,4,4,8,6,6,5,0,12,2,1,3,2,2,4,8,10,3,3,3
ENSMUSE00000721030,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,6,0,0,0,1,1,0
ENSMUSE00000721115,1,0,1,1,2,1,8,2,6,0,0,0,0,0,1,0,0,3,0,1,0,0,0
ENSMUSE00000721134,2,2,1,1,0,0,0,2,0,1,0,10,3,1,0,1,0,0,1,1,5,0,0
ENSMUSE00000721174,1237,631,1096,463,1635,1072,1440,1471,727,1669,272,1539,427,1089,613,936,943,1409,1958,1331,1295,905,1555
ENSMUSE00000721181,35,24,20,14,25,25,51,43,18,49,7,63,14,33,11,20,23,40,53,31,44,20,31
ENSMUSE00000721214,4,1,1,0,0,1,0,0,0,2,0,0,0,3,0,0,1,2,1,0,8,0,2
ENSMUSE00000721253,7,1,1,2,0,0,2,1,0,2,1,4,0,0,0,0,0,1,0,1,8,0,0
ENSMUSE00000721282,4,0,1,1,0,0,1,0,0,2,5,1,1,2,0,0,0,0,0,0,6,0,0
ENSMUSE00000721287,52,18,24,18,8,14,50,38,13,25,5,63,11,18,3,3,13,27,24,21,19,16,17
ENSMUSE00000721422,110,97,165,57,187,125,77,106,73,168,60,112,80,128,67,105,94,83,124,95,153,151,187
ENSMUSE00000721518,10,1,0,3,2,0,6,3,1,14,2,12,1,1,0,0,1,0,0,1,21,2,2
ENSMUSE00000721537,51,18,17,8,10,12,8,21,5,20,2,46,6,10,4,10,14,23,33,21,21,8,11
ENSMUSE00000721604,7,10,12,12,29,18,14,3,1,45,7,8,22,19,27,31,22,23,10,10,60,70,68
ENSMUSE00000721627,9,13,0,4,7,7,9,12,4,21,3,9,5,0,6,4,1,2,16,10,16,8,21
ENSMUSE00000721689,106,15,36,20,7,5,59,16,26,5,0,187,18,52,9,1,13,14,7,13,0,3,5
ENSMUSE00000721702,38,23,8,7,16,10,32,37,14,15,0,30,9,6,13,7,10,22,7,18,5,6,14
ENSMUSE00000721731,10,1,2,1,1,0,3,14,2,5,0,5,1,3,0,0,0,9,4,6,0,2,0
ENSMUSE00000721762,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,15,1,13,1,0,1
ENSMUSE00000721771,2,1,2,2,1,2,5,2,0,2,0,6,1,0,1,0,1,5,0,1,7,1,0
ENSMUSE00000721899,47,26,33,16,37,27,48,46,21,42,4,70,21,43,11,12,20,39,41,27,48,15,24
ENSMUSE00000721954,1,0,0,1,0,3,8,5,3,0,0,1,0,0,3,1,1,7,4,2,1,0,0
ENSMUSE00000722125,5,0,1,1,4,5,10,15,6,3,1,11,0,0,0,0,3,11,17,5,3,4,2
ENSMUSE00000722143,597,416,370,74,164,115,546,538,358,146,5,794,221,463,55,50,74,300,454,322,37,22,33
ENSMUSE00000722240,30,7,1,9,13,8,22,21,15,16,3,47,1,16,0,1,13,21,23,14,11,6,11
ENSMUSE00000722246,362,464,315,88,160,155,300,273,163,438,51,503,321,422,79,76,127,148,140,155,303,168,290
ENSMUSE00000722273,13,0,0,1,1,0,1,0,0,14,0,2,1,0,0,1,0,1,0,0,3,0,0
ENSMUSE00000722343,3,0,0,1,0,0,1,0,0,9,1,2,1,0,0,0,0,1,0,0,6,0,3
ENSMUSE00000722369,9,1,2,1,5,1,7,4,0,2,1,8,2,3,0,1,3,4,9,9,1,2,1
ENSMUSE00000722372,18,10,7,7,13,9,20,15,11,15,4,27,4,13,4,1,8,13,11,19,10,10,15
ENSMUSE00000722378,19,16,12,3,9,6,8,3,4,10,0,23,10,20,5,3,4,5,2,2,8,3,8
ENSMUSE00000722386,19,4,14,3,10,6,9,16,9,6,0,25,2,19,2,4,5,6,10,8,5,2,7
ENSMUSE00000722389,8,3,6,1,5,3,7,6,6,7,1,12,4,6,1,2,4,5,5,4,4,3,9
ENSMUSE00000722439,16,5,10,2,6,8,17,17,3,11,0,27,2,8,4,3,7,12,15,3,4,4,8
ENSMUSE00000722475,65,25,48,4,8,11,45,33,17,11,3,83,20,46,6,2,5,33,31,22,15,3,12
ENSMUSE00000722494,1,1,9,1,7,5,2,3,7,3,0,11,2,7,4,1,3,2,3,5,5,4,4
ENSMUSE00000722581,8,1,2,2,4,2,4,4,0,0,0,7,1,4,0,3,1,1,3,2,0,1,2
ENSMUSE00000722601,1,3,2,1,1,1,3,2,3,1,0,1,0,0,0,0,6,9,7,3,0,0,4
ENSMUSE00000722605,3,4,2,2,0,0,2,3,2,0,0,7,0,2,0,0,0,3,4,4,0,0,0
ENSMUSE00000722660,4,2,2,1,2,2,3,2,0,5,1,3,2,1,3,1,3,1,3,2,3,6,6
ENSMUSE00000722708,4,0,2,13,16,12,22,4,8,10,1,3,0,1,12,3,21,5,4,3,5,6,13
ENSMUSE00000722734,37,32,32,26,43,25,65,61,35,101,13,54,19,25,21,20,20,42,46,36,54,33,62
ENSMUSE00000722898,5,0,0,3,1,1,5,2,0,9,1,3,0,0,0,0,0,1,3,1,7,1,0
ENSMUSE00000722910,8,2,0,3,5,2,6,3,1,3,0,0,4,0,2,0,0,1,2,4,5,0,1
ENSMUSE00000723060,3,3,1,16,25,13,10,11,5,15,2,7,0,2,7,12,10,19,30,19,14,2,0
ENSMUSE00000723061,18,2,3,1,2,3,9,0,0,22,7,13,5,3,4,1,1,3,2,0,38,4,5
ENSMUSE00000723111,9,1,4,9,22,20,13,16,12,17,3,14,0,1,5,8,19,16,32,22,14,13,24
ENSMUSE00000723181,4,7,1,0,1,3,5,6,2,12,2,8,1,0,4,3,3,9,8,1,2,6,3
ENSMUSE00000723443,14,5,7,0,0,2,3,0,0,2,1,23,1,11,0,0,1,3,0,3,6,0,0
ENSMUSE00000723590,6,0,2,4,1,1,11,2,2,6,2,3,0,1,2,1,5,7,2,10,11,0,0
ENSMUSE00000723632,6,6,5,1,1,1,0,0,0,7,3,16,4,7,1,0,0,1,0,0,5,0,1
ENSMUSE00000723676,108,105,58,79,156,134,126,131,89,216,33,120,89,102,143,103,125,175,165,148,247,113,205
ENSMUSE00000723920,139,114,51,213,704,642,610,776,401,481,78,127,98,100,293,377,409,945,1150,934,336,160,368
ENSMUSE00000724079,45,27,29,65,130,109,84,123,86,48,5,62,35,24,46,50,58,121,130,100,30,15,37
ENSMUSE00000724318,1,0,2,2,0,0,1,0,0,3,0,5,2,0,0,0,1,1,1,0,28,1,1
ENSMUSE00000724322,55,12,3,22,7,2,32,2,0,96,31,32,5,15,0,1,5,9,2,3,134,11,13
ENSMUSE00000724400,3,1,3,6,1,1,2,1,0,3,0,6,1,3,0,1,0,0,0,0,3,6,0
ENSMUSE00000724999,15,4,11,6,3,1,5,4,1,1,0,12,1,9,2,1,1,3,1,0,1,0,2
ENSMUSE00000725082,1,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,1,0,6,1,0
ENSMUSE00000725165,40,36,21,22,84,52,53,86,39,62,16,53,40,24,29,39,47,17,59,51,23,26,38
ENSMUSE00000725229,3,0,1,0,3,2,2,1,1,12,0,1,0,0,5,5,7,0,1,8,9,5,4
ENSMUSE00000725327,2,0,0,0,0,0,3,0,0,7,3,1,0,2,0,0,0,0,0,0,13,0,0
ENSMUSE00000725389,2,0,0,1,0,0,2,0,0,14,2,4,0,2,1,0,1,0,0,0,3,0,0
ENSMUSE00000725414,50,33,42,42,62,42,51,58,41,68,12,51,42,62,26,26,34,69,78,54,51,43,48
ENSMUSE00000725939,6,2,6,5,1,5,8,3,7,9,2,5,11,9,8,3,3,3,13,16,6,2,6
ENSMUSE00000726048,3,11,10,1,7,5,3,10,2,4,0,18,4,10,4,1,1,2,5,3,6,2,7
ENSMUSE00000726137,6,1,0,3,1,0,5,0,1,14,3,3,1,2,0,1,0,1,0,0,16,0,0
ENSMUSE00000726139,71,44,103,94,168,173,35,97,66,272,78,74,29,59,126,88,138,91,113,77,300,275,324
ENSMUSE00000726152,83,65,45,10,2,4,2,4,1,3,3,110,21,60,0,2,1,2,3,1,13,0,3
ENSMUSE00000726355,16,25,27,15,18,13,32,28,13,31,5,32,19,27,17,11,12,22,34,16,18,14,18
ENSMUSE00000726616,7,0,0,1,1,0,1,0,0,4,1,1,0,0,0,0,0,0,0,0,2,0,0
ENSMUSE00000726669,20,1,3,3,0,0,1,0,0,18,3,13,3,2,0,0,0,1,1,0,32,0,3
ENSMUSE00000726721,321,154,273,136,250,221,315,305,221,479,78,441,124,270,99,111,171,223,287,282,269,178,299
ENSMUSE00000726899,694,251,225,141,410,300,1058,1023,378,350,27,937,146,318,115,145,121,555,816,537,248,95,249
ENSMUSE00000726936,0,0,0,6,1,0,1,1,0,5,3,0,0,0,0,0,0,1,1,0,2,0,0
ENSMUSE00000726966,1,0,0,1,0,0,0,0,0,2,0,3,1,4,0,0,0,3,1,0,18,2,0
ENSMUSE00000727090,4,2,1,1,0,0,3,1,0,5,0,1,0,3,1,0,0,0,0,1,10,0,0
ENSMUSE00000727102,6,1,1,6,2,2,12,2,0,9,4,6,0,2,4,0,0,4,0,0,17,4,2
ENSMUSE00000727113,37,14,14,9,14,22,45,39,22,27,1,48,12,25,13,15,11,44,49,35,11,5,11
ENSMUSE00000727290,18,11,15,1,0,0,2,2,0,2,1,22,26,22,1,0,0,0,0,0,1,0,2
ENSMUSE00000727468,18,4,1,10,2,1,15,0,0,43,4,9,1,1,0,1,2,2,2,1,63,2,4
ENSMUSE00000727602,16,1,0,3,1,0,3,0,1,9,2,7,1,3,2,1,1,3,3,0,17,5,2
ENSMUSE00000727673,28,41,31,13,14,12,12,23,26,26,12,56,20,18,9,9,7,25,27,14,23,18,16
ENSMUSE00000727759,3,1,0,0,0,0,1,1,0,1,0,4,1,6,1,0,0,0,1,0,0,1,0
ENSMUSE00000727858,7,2,0,0,0,0,2,0,0,9,0,4,0,1,0,0,0,3,0,0,10,3,0
ENSMUSE00000727934,4,0,0,0,0,2,2,0,0,12,2,1,0,1,0,0,0,3,0,0,1,0,1
ENSMUSE00000727942,154,141,127,4,1,0,3,1,0,15,0,236,65,111,1,2,1,2,1,1,10,3,4
ENSMUSE00000728188,2,1,0,1,1,0,1,0,0,12,5,9,2,2,1,0,0,4,0,0,11,2,3
ENSMUSE00000728488,6,0,0,1,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,4,2,1
ENSMUSE00000728918,1083,632,684,218,532,418,580,634,469,522,52,1359,485,896,220,213,255,506,738,562,235,132,248
ENSMUSE00000728958,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,6,6,5,1,2,1
ENSMUSE00000729153,7,0,1,3,1,1,1,0,2,10,1,1,1,2,1,0,0,0,0,0,5,1,1
ENSMUSE00000729215,5,9,12,7,1,1,5,6,2,7,1,16,4,5,2,2,1,7,5,3,2,1,9
ENSMUSE00000729321,5,1,1,1,2,0,8,0,0,6,3,5,0,6,1,1,0,1,4,0,21,0,4
ENSMUSE00000729520,8,0,0,3,0,0,3,1,0,8,3,2,0,2,0,0,0,0,0,0,8,1,2
ENSMUSE00000729542,679,505,514,446,1018,817,527,502,338,1444,300,964,344,606,692,720,818,682,782,651,1392,1078,1775
ENSMUSE00000729568,2,2,0,0,0,0,3,1,0,2,1,4,1,2,0,2,0,2,0,0,10,2,2
ENSMUSE00000729678,42,17,13,19,61,19,41,50,14,82,3,57,7,16,23,23,44,27,77,40,54,28,44
ENSMUSE00000729767,5,1,1,0,1,1,0,7,0,1,1,9,2,7,1,0,0,0,1,0,4,0,1
ENSMUSE00000729787,28,4,1,10,3,0,14,3,0,37,17,10,1,6,0,1,0,6,2,2,84,3,1
ENSMUSE00000729849,85,50,64,46,79,75,77,67,42,143,27,139,25,74,40,49,68,65,75,83,97,58,82
ENSMUSE00000729957,53,7,4,10,4,3,21,4,2,54,13,26,3,11,4,3,0,11,2,0,114,1,6
ENSMUSE00000729978,3,1,0,1,1,0,4,3,0,7,1,3,0,2,3,0,1,1,1,0,8,1,1
ENSMUSE00000729981,23,12,4,25,65,43,77,97,57,6,0,5,2,2,24,27,33,84,64,67,4,0,0
ENSMUSE00000730047,0,1,0,0,0,1,1,0,0,4,2,4,1,3,0,0,0,1,0,0,6,1,0
ENSMUSE00000730240,51,43,58,1,8,10,10,16,12,25,6,45,20,50,0,5,1,9,8,13,12,14,10
ENSMUSE00000730347,32,33,15,2,9,9,40,33,14,11,1,33,11,14,6,4,6,9,13,12,10,4,1
ENSMUSE00000730388,3,1,1,2,6,3,7,8,2,3,0,1,0,0,0,1,2,0,9,3,2,2,0
ENSMUSE00000730529,318,192,215,505,822,657,1375,1069,564,573,56,367,115,163,273,243,299,488,600,441,322,188,341
ENSMUSE00000730618,14,15,7,5,14,13,17,37,13,12,1,18,8,12,8,6,9,18,20,21,5,14,4
ENSMUSE00000730635,4,2,1,2,0,1,4,0,0,7,4,1,0,0,1,0,0,0,0,0,11,0,1
ENSMUSE00000731027,40,7,2,4,3,2,31,1,0,51,11,27,3,13,4,1,1,11,0,1,105,8,11
ENSMUSE00000731270,25,1,1,16,2,3,10,1,3,26,5,14,1,3,1,0,2,5,3,1,44,2,8
ENSMUSE00000731347,16,2,0,3,0,0,5,1,1,22,6,11,3,3,2,1,1,2,0,0,19,1,6
ENSMUSE00000731388,711,283,262,29,80,60,212,233,124,96,2,1026,137,322,32,20,27,136,148,103,55,15,42
ENSMUSE00000731672,5,0,0,0,0,0,0,0,0,4,0,4,0,1,0,2,0,0,0,0,11,0,1
ENSMUSE00000731755,20,19,17,3,5,9,10,4,5,5,0,23,7,51,5,2,0,6,9,3,1,1,0
ENSMUSE00000731771,36,4,5,19,7,3,32,2,0,76,15,21,5,5,1,2,2,12,7,1,84,11,12
ENSMUSE00000732044,64,71,30,32,129,75,69,82,58,109,27,102,74,61,55,55,78,68,107,70,72,64,95
