# Program:featureCounts v1.5.2; Command:"featureCounts" "-T" "16" "-t" "mRNA" "-f" "-O" "-g" "ID" "-p" "-B" "-C" "-a" "/gpfs/group/pipkin/hdiao/Exp337/codes_hpc/Mus_musculus.GRCm38.102.mRNA.simp.rmdup.srt.gff3" "-o" "/gpfs/group/pipkin/hdiao/Exp337/2_featureCounts/337_4_neg_mRNA.txt" "/gpfs/group/pipkin/hdiao/Exp337/1_bowtie2/337_4_srt_flt_neg_srt.bam" 
Geneid	Chr	Start	End	Strand	Length	/gpfs/group/pipkin/hdiao/Exp337/1_bowtie2/337_4_srt_flt_neg_srt.bam
Vmn1r198	13	22350364	22360301	+	9938	2
Vmn1r199	13	22379818	22388102	+	8285	0
Vmn1r200	13	22390373	22400052	+	9680	0
Vmn1r201	13	22471923	22478701	+	6779	0
Vmn1r202	13	22497750	22505381	-	7632	0
Vmn1r203	13	22518114	22531992	+	13879	3
Vmn1r204	13	22553198	22558200	+	5003	0
Vmn1r205	13	22591900	22593000	-	1101	0
Vmn1r206	13	22617456	22624251	-	6796	0
Vmn1r207	13	22722717	22729629	-	6913	0
Vmn1r208	13	22771474	22777400	-	5927	1
Vmn1r209	13	22800629	22809682	-	9054	0
Vmn1r210	13	22825875	22831348	-	5474	0
Vmn1r211	13	22847426	22857561	-	10136	0
Vmn1r212	13	22883042	22884205	-	1164	0
Vmn1r213	13	23007656	23014482	+	6827	1
Vmn1r214	13	23030418	23037957	+	7540	0
Vmn1r215	13	23068025	23078006	+	9982	0
Vmn1r216	13	23096976	23108732	+	11757	0
Vmn1r217	13	23105100	23118226	-	13127	1
Vmn1r218	13	23133155	23146112	+	12958	2
Vmn1r219	13	23159312	23168154	+	8843	1
Vmn1r220	13	23178514	23187975	-	9462	0
Vmn1r221	13	23214127	23222913	+	8787	0
Vmn1r222	13	23230836	23235947	-	5112	3
Vmn1r223	13	23247134	23253906	+	6773	0
Zfp322a	13	23353103	23369208	-	16106	5
Abt1	13	23418361	23423866	-	5506	0
Btn1a1	13	23456992	23465901	-	8910	0
Btn2a2	13	23477676	23488857	-	11182	0
H4c8	13	23531050	23531519	+	470	136
H2ac10	13	23533906	23534304	+	399	93
H3c8	13	23535422	23535951	+	530	84
H2bc9	13	23541714	23543392	-	1679	1
H3c7	13	23544052	23545312	+	1261	189
H4c6	13	23551258	23551648	-	391	0
H1f3	13	23553262	23560686	+	7425	529
H3c6	13	23561534	23562369	-	836	1
H2ac8	13	23570517	23571220	-	704	0
H2bc8	13	23571396	23572013	+	618	180
H2bc7	13	23573736	23574196	-	461	2
H2ac7	13	23574381	23574952	+	572	86
H3c4	13	23575763	23577011	+	1249	113
H4c4	13	23581598	23582735	+	1138	254
H2bc6	13	23583670	23621124	-	37455	10
H1f4	13	23620629	23622558	-	1930	2
H2ac6	13	23681467	23683948	-	2482	0
H2bc4	13	23684199	23692908	+	8710	223
H1f6	13	23695814	23696725	+	912	1
H4c3	13	23697635	23698454	-	820	0
Hfe	13	23702034	23710854	-	8821	1
H1f2	13	23738808	23740367	+	1560	541
H3c3	13	23744973	23745602	-	630	0
H2bc3	13	23746734	23747241	+	508	160
H2ac4	13	23751126	23751598	+	473	137
H3c2	13	23752267	23752886	+	620	150
H4c2	13	23757013	23757409	+	397	136
H4c1	13	23760692	23761230	-	539	0
H3c1	13	23761853	23762386	-	534	0
H1f1	13	23763666	23764406	+	741	233
Trim38	13	23769913	23791528	+	21616	3
Slc17a2	13	23807027	23825180	+	18154	2
Slc17a3	13	23839434	23860716	+	21283	2
Slc17a1	13	23867750	23895730	+	27981	1
Slc17a4	13	23895890	23915009	-	19120	2
H2bc1	13	23933773	23934156	-	384	0
H2ac1	13	23934462	23934851	+	390	1
Scgn	13	23953456	23991214	-	37759	3
Carmil1	13	24012344	24280795	-	268452	28
Cmah	13	24327404	24477377	+	149974	1318
Ripor2	13	24501525	24733816	+	232292	7231
Armh2	13	24741232	24746592	+	5361	1
Gmnn	13	24751845	24761923	-	10079	4
BC005537	13	24801657	24816197	+	14541	1061
Acot13	13	24817948	24831517	-	13570	16
Tdp2	13	24831679	24842153	+	10475	304
D130043K22Rik	13	24845135	24901270	+	56136	56
Aldh5a1	13	24907579	24937661	-	30083	9
Gpld1	13	24943152	24992501	+	49350	63
Mrs2	13	24987483	25020379	-	32897	13
Dcdc2a	13	25056004	25210706	+	154703	11
Nrsn1	13	25252040	25270082	-	18043	1
Hdgfl1	13	26768173	26770165	-	1993	0
Prl	13	27057570	27065205	+	7636	0
Prl3d1	13	27094190	27100258	+	6069	0
Prl3d2	13	27121698	27127555	+	5858	3
Prl3d3	13	27156790	27162593	+	5804	0
Prl3c1	13	27196659	27203749	+	7091	0
Prl3b1	13	27241847	27249683	+	7837	0
Prl3a1	13	27259436	27276667	+	17232	0
Prl6a1	13	27312627	27319252	+	6626	0
Prl8a2	13	27345673	27354216	+	8544	0
Prl2b1	13	27383339	27390846	-	7508	1
Prl8a6	13	27432681	27438688	-	6008	0
Prl8a8	13	27506968	27513217	-	6250	0
Prl8a9	13	27557995	27564606	-	6612	0
Prl8a1	13	27573922	27582171	-	8250	0
Prl7b1	13	27601819	27610582	-	8764	0
Prl7a1	13	27633366	27642493	-	9128	3
Prl7a2	13	27658584	27668036	-	9453	1
Prl7d1	13	27706337	27716736	-	10400	0
Prl7c1	13	27773495	27780804	-	7310	0
Prl2a1	13	27801654	27808729	+	7076	1
Prl2c1	13	27849342	27857788	+	8447	1
Prl4a1	13	28016212	28023559	+	7348	1
Prl5a1	13	28142484	28151611	+	9128	2
Rps18	13	28257528	97760632	+	69503105	154626
Sox4	13	28948919	28953713	-	4795	0
Cdkal1	13	29191746	29855674	-	663929	96
E2f3	13	29906575	29986063	-	79489	22
Mboat1	13	30136489	30246717	+	110229	1225
Agtr1a	13	30336441	30382867	+	46427	11
Uqcrfs1	13	30540308	30545362	-	5055	0
Dusp22	13	30659999	30711231	+	51233	1290
Irf4	13	30749226	30766976	+	17751	4542
Exoc2	13	30813919	30974054	-	160136	25
Hus1b	13	30946573	30947759	-	1187	0
A530084C06Rik	13	31556134	31559333	-	3200	0
Foxq1	13	31556134	31560976	+	4843	1
Foxf2	13	31625816	31631403	+	5588	0
Foxc1	13	31806633	31812476	+	5844	0
Gmds	13	31819579	32338740	-	519162	41
Mylk4	13	32700827	32783954	-	83128	3
Wrnip1	13	32802038	32822609	+	20572	276
Serpinb1a	13	32842092	32851185	-	9094	11
Serpinb1c	13	32881434	32898211	-	16778	7
Serpinb6b	13	32965209	32979067	+	13859	51
Serpinb9	13	33003250	33017957	+	14708	135
Serpinb9b	13	33027416	33041884	+	14469	2
Serpinb1b	13	33078575	33094380	+	15806	0
Serpinb9c	13	33149275	33159742	-	10468	2
Serpinb9d	13	33192959	33203129	+	10171	1
Serpinb9e	13	33249612	33260850	+	11239	2
Serpinb9f	13	33324077	33335370	+	11294	0
Serpinb9h	13	33395761	33405285	+	9525	3
Serpinb9g	13	33484790	33496004	+	11215	1
Serpinb6d	13	33661405	33671581	+	10177	0
Serpinb6e	13	33832345	33843408	-	11064	0
Serpinb6c	13	33879816	33905708	-	25893	4
Serpinb6a	13	33917918	34002794	-	84877	76
Nqo2	13	33964687	33988443	+	23757	42
Ripk1	13	34002363	34037147	+	34785	1061
Bphl	13	34037597	34074074	+	36478	142
Tubb2a	13	34074274	34078007	-	3734	1
Tubb2b	13	34126748	34130354	-	3607	3
Psmg4	13	34162964	34178173	+	15210	110
Slc22a23	13	34179158	34345182	-	166025	73
Pxdc1	13	34627834	34653486	-	25653	2
Fam50b	13	34734850	34747623	+	12774	1
Prpf4b	13	34875302	34906064	+	30763	1654
Fam217a	13	34909960	34924310	-	14351	17
4933417A18Rik	13	34924409	34955875	+	31467	8
Eci3	13	34946614	34963810	-	17197	4
Eci2	13	34977748	35027094	-	49347	11
Cdyl	13	35659833	35874063	+	214231	5757
Rpp40	13	35893472	35906359	-	12888	2
Ppp1r3g	13	35958839	35970388	+	11550	3
Lyrm4	13	35978395	36117526	-	139132	29
Fars2	13	36117412	36724295	+	606884	8102
Nrn1	13	36725361	36735131	-	9771	4
F13a1	13	36867178	37050244	-	183067	32
Ly86	13	37345208	37419036	+	73829	6
Rreb1	13	37778400	37952005	+	173606	4060
Ssr1	13	37966605	37994217	-	27613	6
Cage1	13	38006052	38037069	-	31018	5
Riok1	13	38036995	38061433	+	24439	746
Dsp	13	38151294	38198577	+	47284	2
Snrnp48	13	38204945	38227665	+	22721	639
Bmp6	13	38345107	38500302	+	155196	15
Txndc5	13	38500079	38528824	-	28746	1
Bloc1s5	13	38592842	38635109	-	42268	8
Eef1e1	13	38644207	38659058	-	14852	2
Slc35b3	13	38932136	38960875	-	28740	4
Ofcc1	13	40001882	40361450	-	359569	31
Tfap2a	13	40715302	40738376	-	23075	8
Gcnt2	13	40859754	40960892	+	101139	20
Pak1ip1	13	41001023	41013015	+	11993	218
Tmem14c	13	41016292	41022586	+	6295	92
Mak	13	41025008	41079706	-	54699	30
Gcm2	13	41101428	41111035	-	9608	2
Sycp2l	13	41114307	41174351	+	60045	6
Elovl2	13	41182381	41220405	-	38025	4
Smim13	13	41249844	41276577	+	26734	172
Gm17364	13	41273803	41273977	-	175	2
Nedd9	13	41309581	41487293	-	177713	26
Tmem170b	13	41605907	41641355	+	35449	939
Adtrp	13	41763148	41847684	-	84537	13
Hivep1	13	42052021	42192537	+	140517	4032
Edn1	13	42301476	42307990	+	6515	0
Phactr1	13	42680623	43138526	+	457904	47
Tbc1d7	13	43151740	43171501	-	19762	3
Gfod1	13	43195245	43304172	-	108928	115
Sirt5	13	43365496	43395203	+	29708	67
Nol7	13	43398390	43407097	+	8708	171
Ranbp9	13	43402675	43481282	-	78608	63
Mcur1	13	43538393	43560161	-	21769	5
Rnf182	13	43615710	43670945	+	55236	4
Cd83	13	43784775	43803132	+	18358	271
Jarid2	13	44729535	44921643	+	192109	11009
Dtnbp1	13	44922075	45002147	-	80073	163
Mylip	13	45389742	45412022	+	22281	155
Ftl1	13	45457944	74407346	+	28949403	56389
Gmpr	13	45507444	45546382	+	38939	9
Atxn1	13	45549755	45964977	-	415223	81
Stmnd1	13	46273721	46300115	+	26395	4
Rbm24	13	46418434	46431095	+	12662	3
Cap2	13	46501848	46650281	+	148434	26
Fam8a1	13	46669522	46678056	+	8535	126
Nup153	13	46679905	46727940	-	48036	40
Kif13a	13	46749087	46929718	-	180632	19
Nhlrc1	13	47012557	47014850	-	2294	0
Tpmt	13	47022482	47044737	-	22256	19
Kdm1b	13	47043499	47085279	+	41781	366
Dek	13	47084782	47106201	-	21420	28
Rnf144b	13	47122656	47247991	+	125336	55
Id4	13	48261228	48266026	+	4799	0
Zfp169	13	48487647	48513436	-	25790	4
A830005F24Rik	13	48513570	48514859	+	1290	2
Ptpdc1	13	48577872	48625664	-	47793	8
Barx1	13	48662998	48666507	+	3510	0
Phf2	13	48801750	48871119	-	69370	9
Fam120a	13	48879219	48968017	-	88799	24
Wnk2	13	49036303	49148014	-	111712	15
Ninj1	13	49187485	49196244	+	8760	37
Card19	13	49202951	49216026	-	13076	1
Susd3	13	49230690	49248706	-	18017	1
Fgd3	13	49261554	49320311	-	58758	7
Bicd2	13	49341585	49387026	+	45442	738
Ippk	13	49421249	49464573	+	43325	677
Cenpp	13	49464023	49652785	-	188763	246
Tes3	13	49493318	49496589	+	3272	72
Ecm2	13	49504810	49532789	+	27980	17
Aspn	13	49544443	49567565	+	23123	7
Omd	13	49582462	49592822	+	10361	4
Ogn	13	49608046	49624501	+	16456	1
Nol8	13	49653078	49679016	+	25939	377
Iars	13	49682100	49734267	+	52168	3337
Gm30302	13	49784765	49798990	-	14226	3
Gm906	13	50245181	50250308	-	5128	1
Fbxw17	13	50417864	50433780	+	15917	260
Gm47429	13	50443408	50443912	-	505	0
Nutm2	13	50467307	50475355	+	8049	0
Gm904	13	50643228	50645838	+	2611	1
Gm8765	13	50698312	50703435	+	5124	0
Spin1	13	51100880	51152546	+	51667	1235
Nxnl2	13	51171022	51175188	+	4167	3
S1pr3	13	51408639	51422797	+	14159	0
Shc3	13	51431041	51569487	-	138447	13
Cks2	13	51645232	51650660	+	5429	216
Secisbp2	13	51651697	51684044	+	32348	1428
Sema4d	13	51685529	51793747	-	108219	118
Gadd45g	13	51846678	51848468	+	1791	52
Diras2	13	52504380	52531279	-	26900	2
Syk	13	52583173	52648792	+	65620	10
Auh	13	52835119	52929681	-	94563	14
Nfil3	13	52967209	52981073	-	13865	2
Ror2	13	53109312	53286124	-	176813	22
Sptlc1	13	53332748	53377397	-	44650	4
Msx2	13	53466884	53473074	-	6191	0
Drd1	13	54051183	54055705	-	4523	0
Sfxn1	13	54071869	54108342	+	36474	1320
Hrh2	13	54192129	54236180	+	44052	476
Cplx2	13	54371349	54383917	+	12569	1
Thoc3	13	54458837	54468849	-	10013	1
Simc1	13	54503779	54551290	+	47512	871
4833439L19Rik	13	54551218	54565435	-	14218	34
Arl10	13	54575015	54581128	+	6114	42
Nop16	13	54584185	54590090	-	5906	3
Higd2a	13	54590207	54591158	+	952	19
Cltb	13	54592401	54611344	-	18944	40
Faf2	13	54621784	54664063	+	42280	1242
Rnf44	13	54679399	54693907	-	14509	3
Cdhr2	13	54701461	54736662	+	35202	1
Gprin1	13	54736671	54749874	-	13204	0
Sncb	13	54758860	54766595	-	7736	0
Eif4e1b	13	54783998	54788459	+	4462	0
Tspan17	13	54789377	54796776	+	7400	2
Unc5a	13	54949411	55006018	+	56608	38
Hk3	13	55005985	55021385	-	15401	13
Uimc1	13	55027880	55100300	-	72421	19
Zfp346	13	55105314	55134825	+	29512	663
Gm17617	13	55132962	55133548	-	587	16
Fgfr4	13	55152640	55168759	+	16120	8
Nsd1	13	55209782	55318325	+	108544	6876
Rab24	13	55319880	55321945	-	2066	40
Prelid1	13	55320500	55325272	+	4773	269
Mxd3	13	55325168	55329758	-	4591	91
Lman2	13	55343833	55362783	-	18951	7
Rgs14	13	55369732	55384687	+	14956	233
Slc34a1	13	55398187	55415592	+	17406	0
Pfn3	13	55414688	55415232	-	545	0
F12	13	55417958	55426793	-	8836	2
Grk6	13	55445072	55460927	+	15856	1814
Prr7	13	55464267	55473154	+	8888	281
Dbn1	13	55473429	55488111	-	14683	8
Pdlim7	13	55495795	55513676	-	17882	6
Dok3	13	55523235	55529296	-	6062	0
Ddx41	13	55530410	55536658	-	6249	1
Fam193b	13	55539316	55571120	-	31805	4
Tmed9	13	55573732	55597697	+	23966	149
B4galt7	13	55599896	55610443	+	10548	222
Caml	13	55623005	55632411	+	9407	67
Ddx46	13	55635027	55681256	+	46230	1842
B230219D22Rik	13	55693124	55703500	+	10377	381
Txndc15	13	55714650	55726227	+	11578	168
Pcbd2	13	55727368	55776830	+	49463	370
Catsper3	13	55784568	55808998	+	24431	9
Pitx1	13	55825051	55836192	-	11142	2
Macroh2a1	13	56073619	56135631	-	62013	6
Tifab	13	56173704	56178885	-	5182	1
Neurog1	13	56250478	56252163	-	1686	3
Cxcl14	13	56288643	56296551	-	7909	1
Gm3045	13	56426594	56433753	+	7160	0
Slc25a48	13	56438355	56474239	+	35885	3
Il9	13	56479277	56482246	-	2970	0
Fbxl21	13	56522472	56537898	+	15427	2
Lect2	13	56542464	56548502	-	6039	0
Tgfbi	13	56609523	56639562	+	30040	1
Smad5	13	56703010	56742377	+	39368	656
Gm45623	13	56752371	56753827	-	1457	0
Trpc7	13	56773113	56895993	-	122881	14
Spock1	13	57421195	57908332	-	487138	33
Klhl3	13	58000228	58113592	-	113365	5
Hnrnpa0	13	58125879	58128556	-	2678	2
Idnk	13	58157649	58164693	+	7045	136
Ubqln1	13	58176156	58215653	-	39498	12
Gkap1	13	58233346	58275699	-	42354	2
Kif27	13	58287502	58359122	-	71621	5
2210016F16Rik	13	58379817	58385225	-	5409	0
Hnrnpk	13	58391142	58403343	-	12202	14
Rmi1	13	58402248	58411148	+	8901	131
Slc28a3	13	58545399	58610877	-	65479	6
Ntrk2	13	58806569	59133970	+	327402	27
Agtpbp1	13	59445742	59585211	-	139470	16
Naa35	13	59585259	59635922	+	50664	742
Golm1	13	59634626	59675811	-	41186	22
4921517D22Rik	13	59687402	59694108	-	6707	0
Spata31d1a	13	59699806	59710330	-	10525	0
Spata31d1b	13	59712284	59719295	+	7012	2
Spata31d1d	13	59725925	59731752	-	5828	2
1700014D04Rik	13	59740842	59746752	-	5911	0
Isca1	13	59755409	59769810	-	14402	2
Gm49354	13	59758935	59782245	-	23311	8
Tut7	13	59771561	59823147	-	51587	9
Gas1	13	60174405	60177365	-	2961	1
Dapk1	13	60601947	60763191	+	161245	390
BC051665	13	60781887	60786364	-	4478	3
Ctsll3	13	60798250	60802849	-	4600	3
4930486L24Rik	13	60842612	60864475	-	21864	7
Gm49392	13	60842621	60896894	-	54274	14
Gm49393	13	60853230	60935590	-	82361	22
Ctla2b	13	60895350	60897447	-	2098	1
Gm49391	13	60895350	60936571	-	41222	12
Tpbpb	13	60901188	60904880	-	3693	1
Ctla2a	13	60934155	60936625	-	2471	1
Tpbpa	13	60938492	60941984	-	3493	1
Ctsj	13	61000179	61005959	-	5781	1
Ctsq	13	61035024	61040631	-	5608	1
Ctsr	13	61159204	61164256	-	5053	2
Cts6	13	61195132	61203410	-	8279	0
Cts8	13	61246745	61255358	-	8614	0
Gm49398	13	61247878	61288839	-	40962	8
Cts7	13	61352461	61358197	-	5737	0
Ctsm	13	61535743	61541839	-	6097	1
Gm49352	13	61538390	61568174	-	29785	9
Cts3	13	61564630	61570127	-	5498	0
Zfp808	13	62129886	62173419	+	43534	1076
Gm3604	13	62368328	62383177	-	14850	1
Gm49359	13	62453016	62466832	-	13817	0
Zfp935	13	62453715	62558511	-	104797	11
Zfp934	13	62479827	62558635	-	78809	7
6720489N17Rik	13	62603013	62624182	-	21170	4
Platr25	13	62671784	62760709	-	88926	19
Gm5141	13	62772200	62785808	-	13609	3
Fbp2	13	62836877	62858422	-	21546	3
Fbp1	13	62864753	62888282	-	23530	2
Aopep	13	63014934	63326096	+	311163	8990
Fancc	13	63285043	63497278	-	212236	2120
Ptch1	13	63508328	63573598	-	65271	19
Ercc6l2	13	63815240	63900302	+	85063	1163
Hsd17b3	13	64058266	64089230	-	30965	6
Slc35d2	13	64096308	64129368	-	33061	0
Zfp367	13	64133018	64153202	-	20185	7
Habp4	13	64161824	64186537	+	24714	77
Cdc14b	13	64189268	64274988	-	85721	60
Prxl2c	13	64275572	64312710	-	37139	10
Ctsl	13	64359337	64370890	-	11554	3
Cdk20	13	64432314	64441773	+	9460	21
Fam240b	13	64481246	64497792	-	16547	1
Cntnap3	13	64736182	64903955	-	167774	22
Spata31	13	64917406	64923194	+	5789	0
Spata31d1c	13	65033058	65038004	+	4947	1
Prss47	13	65044606	65052760	-	8155	2
Mfsd14b	13	65064663	65112975	-	48313	5
Olfr465	13	65138089	65146047	+	7959	1
Olfr466	13	65150240	65156152	+	5913	0
Nlrp4f	13	65177111	65205977	-	28867	2
Gm10775	13	65259539	65260826	+	1288	2
Zfp369	13	65278814	65304221	+	25408	560
Gm10139	13	65512678	65512848	+	171	0
Gm10324	13	66113480	66122836	+	9357	0
Gm10772	13	66227319	66227573	-	255	0
2410141K09Rik	13	66418114	66441118	-	23005	1
Uqcrb	13	66900617	66905378	-	4762	0
Gm10767	13	66904914	66909236	+	4323	3
Mterf3	13	66906968	66933088	-	26121	14
Ptdss1	13	66932830	66998401	+	65572	1045
Zfp712	13	67038596	67061170	-	22575	14
Zfp708	13	67069399	67097976	-	28578	17
Gm28557	13	67069399	67108549	-	39151	18
Rslcan18	13	67096613	67114028	-	17416	2
Zfp759	13	67121660	67141787	+	20128	84
Rsl1	13	67173182	67184044	+	10863	87
Zfp455	13	67194506	67209298	+	14793	54
Zfp458	13	67254918	67278466	-	23549	5
Zfp457	13	67288138	67306412	-	18275	0
Zfp595	13	67312998	67332570	-	19573	5
Gm28044	13	67317942	67360536	-	42595	13
Zfp953	13	67339306	67360605	-	21300	3
Gm28041	13	67345246	67375733	-	30488	2
Zfp456	13	67362113	67375810	-	13698	0
Zfp429	13	67387905	67399819	-	11915	2
Zfp459	13	67405709	67421418	-	15710	1
Zfp874a	13	67424549	67451624	-	27076	10
Zfp874b	13	67471513	67484225	-	12713	0
Zfp58	13	67490167	67500555	-	10389	2
Gm26965	13	67491152	67526151	-	35000	4
Zfp87	13	67515781	67526177	-	10397	1
Zfp748	13	67538641	67553830	-	15190	3
Zfp729b	13	67589439	67609707	-	20269	1
Gm49345	13	67592159	67637769	-	45611	12
Zfp729a	13	67612763	67637791	-	25029	9
Zfp738	13	67658685	67687071	-	28387	6
Zfp65	13	67705309	67729173	-	23865	4
Zfp85	13	67747800	67755228	-	7429	8
Zfp493	13	67779693	67792512	+	12820	21
Zfp273	13	67813740	67827002	+	13263	65
Gm10037	13	67831106	67844035	+	12930	16
BC048507	13	67863326	67863925	+	600	0
Mtrr	13	68560780	68582149	-	21370	2
Fastkd3	13	68582234	68592338	+	10105	146
1700001L19Rik	13	68597421	68614231	+	16811	2
Adcy2	13	68620043	68999541	-	379499	46
Tent4a	13	69497959	69534617	-	36659	14
Nsun2	13	69533746	69635780	+	102035	1892
Srd5a1	13	69573449	69611442	-	37994	60
Ube2ql1	13	69702832	69739889	-	37058	3
Med10	13	69802395	69816104	+	13710	82
Ice1	13	70551942	70637634	-	85693	10
Adamts16	13	70727802	70841811	-	114010	4
Irx1	13	71957921	71963723	-	5803	0
Irx2	13	72628820	72634198	+	5379	1
Irx4	13	73260479	73269608	+	9130	0
Ndufs6	13	73319838	73328542	-	8705	0
Mrpl36	13	73328513	73332178	+	3666	15
Lpcat1	13	73467197	73516422	+	49226	623
Slc6a3	13	73536747	73578672	+	41926	0
Clptm1l	13	73604006	73620605	+	16600	372
Tert	13	73626916	73649843	+	22928	152
Slc6a18	13	73661752	73678023	-	16272	1
Slc6a19	13	73679745	73700780	-	21036	2
Slc12a7	13	73763697	73816754	+	53058	1295
Nkd2	13	73818534	73847631	-	29098	13
Trip13	13	73911347	73937784	-	26438	5
Brd9	13	73937811	73960895	+	23085	417
Zdhhc11	13	73963851	73992990	+	29140	1
Tppp	13	74009419	74035753	+	26335	7
Cep72	13	74036500	74062299	-	25800	5
Slc9a3	13	74121515	74169442	+	47928	2
Exoc3	13	74169488	74208709	-	39222	4
Ahrr	13	74211118	74292331	-	81214	11
Pdcd6	13	74303509	74317580	-	14072	1
Sdha	13	74322254	74350280	-	28027	3
Ccdc127	13	74350309	74365783	+	15475	251
Lrrc14b	13	74359578	74364005	-	4428	72
Zfp72	13	74369326	74390836	-	21511	10
Zfp825	13	74480054	74493992	-	13939	1
Erap1	13	74639568	74693201	+	53634	1816
Cast	13	74692368	74808810	-	116443	136
Pcsk1	13	75089826	75134861	+	45036	7
Ell2	13	75706757	75772364	+	65608	438
Glrx	13	75839868	75850154	+	10287	69
Rhobtb3	13	75869537	75943925	-	74389	6
Spata9	13	75967150	75998972	+	31823	3
Rfesd	13	76001535	76018719	-	17185	1
Gpr150	13	76054851	76056996	-	2146	1
Arsk	13	76060422	76098660	-	38239	18
Ttc37	13	76098734	76190316	+	91583	1715
Fam81b	13	76201708	76305072	-	103365	38
Mctp1	13	76384535	77031810	+	647276	140
Slf1	13	77043088	77135473	-	92386	13
2210408I21Rik	13	77135540	77613784	+	478245	767
Fam172a	13	77708690	78166235	+	457546	10981
Pou5f2	13	78024902	78026295	+	1394	64
Nr2f1	13	78188973	78199757	-	10785	2
Arrdc3	13	80883410	80896042	+	12633	136
Adgrv1	13	81095068	81633154	-	538087	56
Lysmd3	13	81657663	81672871	+	15209	116
Polr3g	13	81673843	81711013	-	37171	7
Mblac2	13	81711341	81753275	+	41935	310
Cetn3	13	81783077	81797155	+	14079	128
Mef2c	13	83504034	83667080	+	163047	10
Tmem161b	13	84222300	84296141	+	73842	1525
Ccnh	13	85189408	85223469	+	34062	661
Rasa1	13	85214780	85289130	-	74351	155
Cox7c	13	86044816	86046904	-	2089	5
Edil3	13	88821472	89323223	+	501752	35
Hapln1	13	89539796	89611652	+	71857	8
Vcan	13	89655312	89742509	-	87198	5
Xrcc4	13	89774027	90089608	-	315582	49
Tmem167	13	90089123	90143907	+	54785	919
Atp6ap1l	13	90883433	90905355	-	21923	2
Rps23	13	90922958	90924950	+	1993	206
Atg10	13	90935356	91223968	-	288613	44
Ssbp2	13	91461050	91703429	+	242380	7696
Acot12	13	91741512	91786148	+	44637	3
Zcchc9	13	91796533	91807705	-	11173	7
Ckmt2	13	91853387	91876885	-	23499	14
Rasgrf2	13	91880400	92131656	-	251257	26
Msh3	13	92211872	92355003	-	143132	19
Gm20379	13	92305980	92307183	+	1204	0
Dhfr	13	92354726	92389053	+	34328	983
Ankrd34b	13	92425896	92441658	+	15763	5
Fam151b	13	92449625	92484015	-	34391	3
Zfyve16	13	92487108	92530868	-	43761	7
Spz1	13	92574636	92576172	-	1537	0
Serinc5	13	92611091	92711947	+	100857	556
Thbs4	13	92751590	92794818	-	43229	2
Mtx3	13	92844787	92858230	+	13444	277
Cmya5	13	93040713	93144724	-	104012	88
Tent2	13	93146282	93192385	-	46104	5
Homer1	13	93303757	93405129	+	101373	873
Jmy	13	93430101	93499808	-	69708	18
Bhmt	13	93616675	93637961	-	21287	2
Bhmt2	13	93655720	93674302	-	18583	3
Dmgdh	13	93674433	93752833	+	78401	1
Arsb	13	93771630	93943016	+	171387	551
Lhfpl2	13	94057796	94195409	+	137614	39
Scamp1	13	94201310	94285857	-	84548	18
Ap3b1	13	94358960	94566317	+	207358	5075
Tbca	13	94788910	94842922	+	54013	1129
Otp	13	94875602	94885130	+	9529	1
Wdr41	13	94976344	95023314	+	46971	319
Pde8b	13	95024454	95250336	-	225883	59
Zbed3	13	95323612	95337841	+	14230	148
Aggf1	13	95350683	95375352	-	24670	10
Crhbp	13	95431371	95444924	-	13554	1
S100z	13	95477268	95478721	-	1454	0
F2rl1	13	95511732	95525227	-	13496	1
F2r	13	95601803	95618487	-	16685	3
Iqgap2	13	95627174	95891995	-	264822	180
F2rl2	13	95696853	95702739	+	5887	27
Sv2c	13	95954594	96132577	-	177984	41
Gm20075	13	96079216	96081376	-	2161	0
Gm17190	13	96082158	96083231	+	1074	1
Poc5	13	96388294	96417737	+	29444	474
Ankdd1b	13	96416446	96471267	-	54822	39
Polk	13	96480690	96542485	-	61796	8
Gm17622	13	96490733	96491120	+	388	0
Col4a3bp	13	96542618	96640167	+	97550	3223
Hmgcr	13	96648967	96670936	-	21970	13
Ankrd31	13	96748272	96910039	+	161768	24
Gcnt4	13	96924689	96950906	+	26218	230
1700029F12Rik	13	97021864	97034362	-	12499	9
Fam169a	13	97067286	97131013	+	63728	42
Gm6169	13	97098208	97099237	-	1030	1
Nsa2	13	97129424	97137937	-	8514	2
Gfm2	13	97137937	97181195	+	43259	918
Hexb	13	97176331	97198357	-	22027	122
Enc1	13	97241105	97253034	+	11930	87
Arhgef28	13	97899469	98206439	-	306971	43
Utp15	13	98246845	98263041	-	16197	2
Ankra2	13	98263074	98274754	+	11681	89
Gm21976	13	98279887	98307154	+	27268	4
Btf3	13	98309896	98317006	-	7111	0
Foxd1	13	98354242	98359305	+	5064	1
Gm10320	13	98489348	98492001	-	2654	0
Tmem174	13	98634978	98637410	-	2433	0
Tmem171	13	98686235	98694834	-	8600	0
Fcho2	13	98723403	98815449	-	92047	10
Tnpo1	13	98839019	98926384	-	87366	36
H2bl1	13	98984085	98984565	-	481	1
Zfp366	13	99184823	99250656	+	65834	3
Ptcd2	13	99319647	99344705	-	25059	0
Mrps27	13	99344786	99415562	+	70777	1335
Map1b	13	99421446	99516540	-	95095	23
Cartpt	13	99898489	99901091	-	2603	0
