# Program:featureCounts v1.5.2; Command:"featureCounts" "-T" "16" "-t" "mRNA" "-f" "-O" "-g" "ID" "-p" "-B" "-C" "-a" "/gpfs/group/pipkin/hdiao/Exp337/codes_hpc/Mus_musculus.GRCm38.102.mRNA.simp.rmdup.srt.gff3" "-o" "/gpfs/group/pipkin/hdiao/Exp337/2_featureCounts/337_5_pos_mRNA.txt" "/gpfs/group/pipkin/hdiao/Exp337/1_bowtie2/337_5_srt_flt_pos_srt.bam" 
Geneid	Chr	Start	End	Strand	Length	/gpfs/group/pipkin/hdiao/Exp337/1_bowtie2/337_5_srt_flt_pos_srt.bam
Olfr494	7	108365335	108368436	+	3102	0
Olfr495	7	108393167	108397513	+	4347	2
Olfr497	7	108420421	108424911	+	4491	1
Olfr498	7	108465326	108467585	+	2260	1
Olfr501	7	108508058	108509003	+	946	0
Olfr502	7	108520825	108525065	-	4241	2
Olfr503	7	108544527	108545498	+	972	2
Olfr504	7	108564836	108565793	-	958	1
Olfr506	7	108610787	108615340	+	4554	1
Olfr507	7	108621814	108622764	+	951	1
Olfr508	7	108629994	108631628	+	1635	0
Olfr509	7	108644336	108651906	-	7571	5
Olfr510	7	108666418	108670259	+	3842	1
Olfr512	7	108713320	108714375	+	1056	0
Olfr513	7	108750973	108756800	+	5828	4
Olfr514	7	108825065	108825997	-	933	1
Olfr516	7	108844788	108850529	-	5742	2
Olfr517	7	108867208	108872379	-	5172	1
Olfr518	7	108880188	108885006	-	4819	3
Olfr519	7	108893461	108894420	-	960	1
Nlrp10	7	108921852	108930178	-	8327	6
Eif3f	7	108934417	108942951	+	8535	2
Tub	7	108950338	109034460	+	84123	38
Ric3	7	109034312	109083331	-	49020	22
Lmo1	7	109138572	109175207	-	36636	15
Stk33	7	109279223	109439081	-	159859	106
Trim66	7	109449006	109508134	-	59129	39
Rpl27a	7	109519147	109522367	+	3221	5
Denn2b	7	109523911	109703605	-	179695	101
Akip1	7	109703690	109712189	+	8500	4
BC051019	7	109712181	109723850	-	11670	3
Ascl3	7	109727465	109731726	-	4262	2
Tmem9b	7	109735834	109752875	-	17042	278
Nrip3	7	109758055	109782025	-	23971	18
Scube2	7	109798676	109865679	-	67004	30
Dennd5a	7	109893780	109960470	-	66691	368
Tmem41b	7	109972187	109986929	-	14743	301
Ipo7	7	110018274	110056609	+	38336	23
Zfp143	7	110061217	110095394	+	34178	24
Wee1	7	110122046	110143286	+	21241	6
Swap70	7	110221711	110283506	+	61796	22
Sbf2	7	110308013	110614922	-	306910	320
Adm	7	110627661	110629820	+	2160	0
Ampd3	7	110768206	110812405	+	44200	171
Rnf141	7	110800614	110844457	-	43844	570
Lyve1	7	110850607	110863239	-	12633	5
Mrvi1	7	110868266	110982461	-	114196	217
Ctr9	7	111028951	111056377	+	27427	26
Eif4g2	7	111067750	111083030	-	15281	9988
Galnt18	7	111471661	111779977	-	308317	138
Usp47	7	112023504	112111661	+	88158	47
Dkk3	7	112116017	112159057	-	43041	23
Mical2	7	112225856	112413106	+	187251	80
Parva	7	112427505	112591692	+	164188	65
Tead1	7	112679318	112906807	+	227490	95
Rassf10	7	112953962	112957457	+	3496	0
Arntl	7	113207465	113314126	+	106662	67
Btbd10	7	113315626	113369392	-	53767	669
Pth	7	113385580	113388570	-	2991	2
Far1	7	113513834	113571511	+	57678	23
Spon1	7	113765998	114043370	+	277373	3905
Rras2	7	114046782	114117781	-	71000	55596
Copb1	7	114215559	114254711	-	39153	1940
Psma1	7	114264606	114276118	-	11513	382
Pde3b	7	114415281	114539251	+	123971	195
Cyp2r1	7	114549682	114562972	-	13291	63
Calca	7	114631478	114636357	-	4880	3
Calcb	7	114718643	114723365	+	4723	4
Insc	7	114743694	114850383	+	106690	37
Sox6	7	115470872	116038744	-	567873	237
1110004F10Rik	7	116039397	116105210	+	65814	56
Plekha7	7	116123485	116308376	-	184892	471
Rps13	7	116331505	116334195	-	2691	289
Pik3c2a	7	116337265	116443449	-	106185	2821
Nucb2	7	116504369	116540584	+	36216	25
Xylt1	7	117380979	117673580	+	292602	127
Rps15a	7	118104372	118116188	-	11817	1587
Arl6ip1	7	118118891	118129662	-	10772	244
Smg1	7	118131308	118243670	-	112363	8634
Syt17	7	118380717	118448222	-	67506	24
Itpripl2	7	118485111	118491975	-	6865	9
Coq7	7	118509659	118533356	-	23698	62
Tmc7	7	118535841	118584736	-	48896	12
Tmc5	7	118597297	118675086	+	77790	42
Gde1	7	118688545	118705778	-	17234	374
Ccp110	7	118712552	118737024	+	24473	6
Vps35l	7	118740226	118842966	+	102741	99
Knop1	7	118842222	118856254	-	14033	344
Iqck	7	118855752	118972652	+	116901	66
Gprc5b	7	118972047	118995211	-	23165	18
Gpr139	7	119140747	119184603	-	43857	12
Gp2	7	119442537	119459285	-	16749	6
Umod	7	119462711	119479282	-	16572	4
Pdilt	7	119486587	119523489	-	36903	16
Acsm5	7	119519463	119545551	+	26089	13
Acsm2	7	119554340	119600690	+	46351	17
Acsm1	7	119607026	119662515	+	55490	39
Acsm4	7	119690026	119714565	+	24540	27
Thumpd1	7	119715093	119720798	-	5706	376
Acsm3	7	119760923	119787513	+	26591	62
Eri2	7	119768679	119794058	-	25380	92
Rexo5	7	119794006	119848943	+	54938	132
Dcun1d3	7	119852796	119896291	-	43496	864
Lyrm1	7	119895861	119956963	+	61103	22
Dnah3	7	119922671	120095177	-	172507	60
Tmem159	7	120102353	120120992	+	18640	5
Zp2	7	120126772	120145291	-	18520	5
Anks4b	7	120173858	120185586	+	11729	1
Crym	7	120186380	120202111	-	15732	4
Abca14	7	120203964	120325352	+	121389	66
Abca15	7	120328670	120407687	+	79018	32
Abca16	7	120421701	120544813	+	123113	63
Uqcrc2	7	120635176	120659524	+	24349	16
Pdzd9	7	120658731	120670343	-	11613	3
Mosmo	7	120677618	120734854	+	57237	22
Vwa3a	7	120739318	120805742	+	66425	27
Gm5737	7	120812365	120831193	+	18829	9
Eef2k	7	120842831	120907450	+	64620	28
Polr3e	7	120917744	120947432	+	29689	191
Cdr2	7	120957036	120982312	-	25277	126
Mfsd13b	7	120982509	121014787	+	32279	9
Mettl9	7	121034445	121076835	+	42391	20
Igsf6	7	121064067	121074572	-	10506	6
Otoa	7	121083249	121163097	+	79849	20
Hs3st2	7	121391859	121501770	+	109912	46
Usp31	7	121642021	121707253	-	65233	885
Scnn1g	7	121734479	121768475	+	33997	19
Scnn1b	7	121865038	121918514	+	53477	51
Cog7	7	121880033	121981711	-	101679	453
Gga2	7	121986722	122021222	-	34501	108
Ears2	7	122038821	122067263	-	28443	229
Ubfd1	7	122067175	122082194	+	15020	29
Ndufab1	7	122085403	122101886	-	16484	225
Palb2	7	122107262	122132946	-	25685	53
Dctn5	7	122133041	122149044	+	16004	14
Plk1	7	122159439	122169873	+	10435	5
Ern2	7	122169893	122186207	-	16315	8
Chp2	7	122219496	122222824	+	3329	0
Prkcb	7	122288751	122634402	+	345652	181
Cacng3	7	122670492	122769393	+	98902	26
Rbbp6	7	122965686	123002557	+	36872	18
Tnrc6a	7	123124177	123195296	+	71120	34
Slc5a11	7	123214780	123273253	+	58474	28
Arhgap17	7	123279218	123369915	-	90698	3407
Lcmt1	7	123369784	123430358	+	60575	26
Aqp8	7	123462291	123468004	+	5714	1
Zkscan2	7	123475384	123500449	-	25066	9
Hs3st4	7	123982869	124398989	+	416121	184
Kdm8	7	125444676	125462269	+	17594	52
Nsmce1	7	125467640	125491596	-	23957	795
Il4ra	7	125552120	125579474	+	27355	25
Il21r	7	125603429	125633570	+	30142	50
Gtf3c1	7	125640954	125707780	-	66827	2571
D430042O09Rik	7	125707888	125874793	+	166906	72
Gsg1l	7	125878420	126082411	-	203992	117
Xpo6	7	126101715	126200501	-	98787	5098
Sbk1	7	126248862	126295016	+	46155	21
Lat	7	126363824	126369541	-	5718	362
Spns1	7	126370060	126377450	-	7391	266
Nfatc2ip	7	126382854	126396737	-	13884	210
Cd19	7	126408451	126414889	-	6439	2
Rabep2	7	126429066	126445901	+	16836	8
Atp2a1	7	126445858	126463108	-	17251	46
Sh2b1	7	126466994	126475424	-	8431	424
Tufm	7	126487361	126490731	+	3371	9
Atxn2l	7	126491708	126503437	-	11730	1062
Eif3c	7	126546455	126566411	-	19957	966
Cln3	7	126571207	126585817	-	14611	192
Apobr	7	126584942	126589112	+	4171	4
Il27	7	126589010	126594941	-	5932	4
Nupr1	7	126623249	126625676	-	2428	0
Sgf29	7	126649309	126672925	+	23617	25
Sult1a1	7	126672865	126676432	-	3568	2
Slx1b	7	126689468	126695784	-	6317	55
Bola2	7	126695436	126697058	+	1623	20
Coro1a	7	126699773	126707787	-	8015	1422
Mapk3	7	126759601	126765819	+	6219	4
Gdpd3	7	126766334	126775645	+	9312	10
Ypel3	7	126776955	126780514	+	3560	2
Tbx6	7	126781483	126785560	+	4078	60
Ppp4c	7	126785866	126792496	-	6631	661
Aldoa	7	126795234	126809108	-	13875	186
Fam57b	7	126797668	126830219	+	32552	67
4930451I11Rik	7	126830468	126831496	-	1029	1
Doc2a	7	126847416	126852705	+	5290	50
Ino80e	7	126850960	126862361	-	11402	302
Hirip3	7	126861972	126865377	+	3406	19
Taok2	7	126865678	126884703	-	19026	641
Tmem219	7	126886171	126922917	-	36747	77
Kctd13	7	126928879	126945631	+	16753	9
Asphd1	7	126945567	126949582	-	4016	1
Sez6l2	7	126950563	126970606	+	20044	7
Cdiptos	7	126972624	126975923	-	3300	2
Cdipt	7	126975914	126980501	+	4588	7
Mvp	7	126986860	127014621	-	27762	275
Pagr1b	7	127001480	127016484	-	15005	171
Pagr1a	7	127015033	127017352	-	2320	42
Gm42742	7	127015051	127021039	-	5989	65
Prrt2	7	127017531	127021211	-	3681	23
Maz	7	127022130	127027037	-	4908	285
Kif22	7	127027729	127042471	-	14743	37
Zg16	7	127050156	127087328	-	37173	42
AI467606	7	127091359	127093986	+	2628	13
Qprt	7	127107114	127122226	-	15113	557
Spn	7	127132232	127137823	-	5592	811
Cd2bp2	7	127191660	127196050	-	4391	186
Tbc1d10b	7	127197459	127208468	-	11010	165
Mylpf	7	127208890	127214298	+	5409	51
Septin1	7	127214462	127232646	-	18185	839
Zfp553	7	127233061	127238179	+	5119	3
Zfp771	7	127244274	127254803	+	10530	5
Dctpp1	7	127256959	127260709	-	3751	12
Sephs2	7	127271879	127274055	-	2177	69
Itgal	7	127296260	127335138	+	38879	14
Zfp768	7	127342795	127345589	-	2795	3
Zfp747	7	127372537	127376050	-	3514	89
9130019O22Rik	7	127382260	127387166	-	4907	54
E430018J23Rik	7	127389673	127393629	-	3957	93
Zfp764	7	127403668	127406822	-	3155	48
Zfp688	7	127418967	127422039	-	3073	36
Zfp689	7	127442136	127449158	-	7023	96
Prr14	7	127470371	127476759	+	6389	8
Fbrs	7	127479199	127491513	+	12315	12
Srcap	7	127511983	127561219	+	49237	23
Gm42715	7	127519584	127567054	+	47471	20
Tmem265	7	127561390	127566940	+	5551	4
Phkg2	7	127573380	127583307	+	9928	6
Ccdc189	7	127582383	127588595	-	6213	6
Rnf40	7	127588767	127604799	+	16033	13
Zfp629	7	127607031	127615797	-	8767	24
Bcl7c	7	127661456	127708933	-	47478	60
Ctf1	7	127712736	127718192	+	5457	1
Ctf2	7	127718106	127732166	-	14061	10
Fbxl19	7	127744543	127769483	+	24941	7
Orai3	7	127769815	127775150	+	5336	18
Setd1a	7	127776670	127800122	+	23453	16
Gm49388	7	127785608	127803802	+	18195	9
Hsd3b7	7	127800604	127803802	+	3199	0
Stx1b	7	127803900	127824549	-	20650	5
Stx4a	7	127841764	127849019	+	7256	18
Zfp668	7	127863047	127876828	-	13782	396
Zfp646	7	127876796	127885996	+	9201	3
Prss53	7	127885841	127890970	-	5130	5
Gm21974	7	127886227	127895454	-	9228	9
Vkorc1	7	127893063	127895617	-	2555	3
Bckdk	7	127904082	127910221	+	6140	0
Kat8	7	127912516	127925837	+	13322	5
Prss8	7	127925716	127930104	-	4389	2
Prss36	7	127932638	127946725	-	14088	5
Fus	7	127967457	127985701	+	18245	23
Pycard	7	127989708	127993867	-	4160	31
Trim72	7	128003949	128011033	+	7085	3
Itgam	7	128062640	128118491	+	55852	27
Gm49368	7	128062683	128128160	+	65478	40
Itgax	7	128129547	128150657	+	21111	8
Itgad	7	128154376	128223816	+	69441	26
Cox6a2	7	128205435	128206387	-	953	1
9130023H24Rik	7	128234458	128238031	-	3574	26
Armc5	7	128237357	128245100	+	7744	17
Tgfb1i1	7	128246812	128255699	+	8888	9
Slc5a2	7	128265676	128272430	+	6755	54
BC017158	7	128271379	128298170	-	26792	188
Rgs10	7	128373621	128418758	-	45138	3196
Tial1	7	128439777	128461717	-	21941	1524
Bag3	7	128523616	128546981	+	23366	13
Inpp5f	7	128611360	128696425	+	85066	478
Mcmbp	7	128696441	128740495	-	44055	2217
Sec23ip	7	128744943	128784836	+	39894	15
Plpp4	7	129257031	129391412	+	134382	55
Wdr11	7	129591863	129635738	+	43876	12
Fgfr2	7	130162451	133123350	-	2960900	19662
Ate1	7	130391493	130520369	-	128877	5421
Nsmce4a	7	130532526	130547381	-	14856	810
Tacc2	7	130577438	130764785	+	187348	80
Btbd16	7	130774069	130825899	+	51831	27
Plekha1	7	130865756	130913312	+	47557	18
Htra1	7	130936203	130985660	+	49458	14
Dmbt1	7	131032046	131121628	+	89583	34
4933402N03Rik	7	131137713	131146314	-	8602	4
Cdcp3	7	131174402	131306451	+	132050	58
Cuzd1	7	131308554	131322292	-	13739	19
Fam24b	7	131325944	131329516	-	3573	21
Fam24a	7	131333864	131336927	+	3064	11
2310057M21Rik	7	131338220	131362759	-	24540	374
Pstk	7	131371141	131392768	+	21628	260
Ikzf5	7	131388652	131410521	-	21870	837
Acadsb	7	131410601	131448944	+	38344	19
Hmx3	7	131542867	131544925	+	2059	1
Hmx2	7	131548773	131558014	+	9242	0
Bub3	7	131560222	131571895	+	11674	8
Gpr26	7	131966460	131994405	+	27946	14
Cpxm2	7	132032687	132154739	-	122053	56
Chst15	7	132235780	132317228	-	81449	1668
Oat	7	132557478	132576398	-	18921	963
Lhpp	7	132610638	132706420	+	95783	831
Fam53b	7	132712082	132813886	-	101805	5275
Eef1akmt2	7	132827457	132852673	-	25217	634
Abraxas2	7	132859225	132885111	+	25887	11
Zranb1	7	132931142	132986391	+	55250	44
Ctbp2	7	132987563	133124354	-	136792	44
Tex36	7	133587024	133602158	-	15135	2
Edrf1	7	133637543	133672971	+	35429	15
Mmp21	7	133674270	133680061	-	5792	7
Uros	7	133686356	133710072	-	23717	99
Bccip	7	133709333	133721145	+	11813	42
Dhx32	7	133720942	133782726	-	61785	286
Fank1	7	133776861	133881532	+	104672	35
Adam12	7	133883199	134232146	-	348948	188
D7Ertd443e	7	134265779	134498984	-	233206	79
Dock1	7	134670687	135173639	+	502953	207
Insyn2a	7	134884055	134938430	-	54376	31
Nps	7	135258703	135272942	+	14240	5
Foxi2	7	135410308	135413622	+	3315	0
Clrn3	7	135511466	135528654	-	17189	5
Ptpre	7	135537481	135686293	+	148813	209
Mki67	7	135689784	135716361	-	26578	52
Mgmt	7	136894614	137130266	+	235653	105
Ebf3	7	137193673	137314445	-	120773	51
9430038I01Rik	7	137375574	137410762	-	35189	363
Glrx3	7	137437614	137468594	+	30981	10
Tcerg1l	7	138208974	138397728	-	188755	88
Mapk1ip1	7	138835823	138846273	-	10451	690
Ppp2r2d	7	138846359	138883057	+	36699	17
Bnip3	7	138890836	138909506	-	18671	18
Jakmip3	7	138940730	139083977	+	143248	18
Dpysl4	7	139086001	139102704	+	16704	2
Stk32c	7	139103638	139213307	-	109670	60
Lrrc27	7	139212988	139242979	+	29992	6
Pwwp2b	7	139248482	139267975	+	19494	2
Inpp5a	7	139389109	139579652	+	190544	99
Cfap46	7	139600951	139683817	-	82867	42
Adgra1	7	139834174	139878088	+	43915	25
Kndc1	7	139894696	139941537	+	46842	32
Utf1	7	139943789	139945112	+	1324	1
Spef1l	7	139972303	139978755	-	6453	1
Adam8	7	139978932	139992562	-	13631	70
Tubgcp2	7	139995955	140036669	-	40715	543
Zfp511	7	140036405	140040602	+	4198	5
Msx3	7	140046157	140049089	-	2933	2
Caly	7	140069880	140082548	-	12669	1
Prap1	7	140093395	140097200	+	3806	2
Fuom	7	140096770	140102441	-	5672	6
Echs1	7	140105710	140116476	-	10767	78
Paox	7	140115799	140137224	+	21426	9
Mtg1	7	140137564	140150786	+	13223	10
Sprn	7	140150628	140154877	-	4250	3
Olfr522	7	140159999	140164764	-	4766	3
Olfr523	7	140173217	140178758	+	5542	0
Olfr524	7	140198499	140205964	-	7466	6
Cd163l1	7	140218267	140231145	+	12879	6
5830411N06Rik	7	140247378	140299791	+	52414	33
Olfr525	7	140320858	140327625	+	6768	3
Olfr527	7	140334017	140338551	+	4535	0
Olfr60	7	140343815	140361671	-	17857	6
Olfr530	7	140371872	140376331	-	4460	4
Olfr531	7	140399045	140402918	-	3874	1
Olfr532	7	140415710	140421639	-	5930	5
Olfr533	7	140463370	140468128	+	4759	4
Olfr535	7	140484216	140497104	+	12889	3
Olfr536	7	140500849	140507396	-	6548	1
Olfr537	7	140529534	140541080	+	11547	3
Olfr538	7	140567886	140575793	+	7908	8
Olfr46	7	140601269	140617678	+	16410	9
Olfr61	7	140628970	140638798	+	9829	3
Olfr53	7	140646452	140653085	+	6634	7
Olfr539	7	140659930	140678580	+	18651	6
Olfr45	7	140681951	140696845	+	14895	11
Olfr541	7	140697267	140705606	+	8340	5
Cyp2e1	7	140763739	140774987	+	11249	9
Syce1	7	140777229	140787852	-	10624	6
Zfp941	7	140807449	140822178	-	14730	5
Gm45785	7	140818087	140856331	-	38245	225
Urah	7	140835018	140837966	+	2949	3
Scgb1c1	7	140845547	140846769	+	1223	1
Odf3	7	140847805	140851018	+	3214	14
Bet1l	7	140853394	140857577	-	4184	176
Ric8a	7	140856957	140864372	+	7416	13
Sirt3	7	140863666	140882309	-	18644	165
Psmd13	7	140881968	140898643	+	16676	9
Cox8b	7	140898945	140900446	-	1502	1
Nlrp6	7	140920902	140929192	+	8291	8
Pgghg	7	140941548	140947664	+	6117	7
Ifitm5	7	140948958	140950291	-	1334	1
Gm45717	7	140949222	140955937	-	6716	3
Ifitm2	7	140954837	140955987	-	1151	0
Ifitm1	7	140967221	140969825	+	2605	0
Ifitm3	7	141009586	141010770	-	1185	1
Ifitm6	7	141015699	141017924	-	2226	3
Gm17387	7	141029131	141029620	+	490	0
B4galnt4	7	141061104	141072400	+	11297	31
Pkp3	7	141078218	141090510	+	12293	33
Sigirr	7	141091175	141100546	-	9372	177
Ano9	7	141101212	141117806	-	16595	5
Ptdss2	7	141130256	141157606	+	27351	48
Rnh1	7	141160326	141172857	-	12532	235
Hras	7	141189105	141194005	-	4901	42
Lrrc56	7	141194157	141210055	+	15899	8
Lmntd2	7	141209992	141214080	-	4089	21
Rassf7	7	141215860	141218658	+	2799	1
Phrf1	7	141228784	141262750	+	33967	106
Irf7	7	141262706	141266481	-	3776	564
Cdhr5	7	141269083	141276786	-	7704	4
Sct	7	141278331	141279133	-	803	0
Drd4	7	141292006	141296464	+	4459	1
Deaf1	7	141297180	141327690	-	30511	901
Tmem80	7	141327888	141337156	+	9269	32
Eps8l2	7	141338880	141363020	+	24141	6
Taldo1	7	141392199	141402968	+	10770	6
Gatd1	7	141407794	141414136	-	6343	38
Cend1	7	141426446	141429491	-	3046	0
Slc25a22	7	141429744	141437892	-	8149	203
Pidd1	7	141438113	141444025	-	5913	45
Rplp2	7	141447370	141451585	+	4216	7
Pnpla2	7	141455198	141460743	+	5546	1
Cracr2b	7	141461094	141466613	+	5520	0
Cd151	7	141467393	141471473	+	4081	17
Polr2l	7	141471860	141475132	-	3273	32
Tspan4	7	141475240	141493427	+	18188	308
Chid1	7	141493136	141539857	-	46722	555
Ap2a2	7	141562173	141633011	+	70839	39
Muc6	7	141633456	141655319	-	21864	17
Muc2	7	141690340	141754693	+	64354	3
Muc5ac	7	141788972	141819231	+	30260	11
Muc5b	7	141839070	141873084	+	34015	113
Tollip	7	141874813	141918507	-	43695	1371
Brsk2	7	141949751	142004247	+	54497	500
Mob2	7	142008535	142061065	-	52531	7633
Dusp8	7	142079490	142095843	-	16354	99
Gm45618	7	142120070	142120729	-	660	1
Gm39115	7	142135336	142136034	-	699	0
Gm45337	7	142143341	142144607	-	1267	2
Gm29735	7	142156454	142157113	-	660	0
Gm4553	7	142164696	142165739	-	1044	0
Krtap5	7	142174535	142304594	-	130060	70
Gm10153	7	142189427	142190389	-	963	0
Gm7579	7	142211859	142212590	+	732	0
Gm40460	7	142240344	142241078	-	735	0
Gm4559	7	142273764	142274363	-	600	0
Ifitm10	7	142326110	142373753	-	47644	79
Gm49369	7	142371096	142382667	-	11572	246
Ctsd	7	142375911	142388038	-	12128	297
Syt8	7	142434977	142440396	+	5420	0
Tnni2	7	142441808	142444410	+	2603	0
Lsp1	7	142460809	142494867	+	34059	18
Prr33	7	142491074	142506771	-	15698	8
Tnnt3	7	142498836	142516008	+	17173	4
Mrpl23	7	142533012	142540747	+	7736	5
Igf2	7	142650766	142666816	-	16051	6
Gm49394	7	142650769	142669942	-	19174	10
Ins2	7	142678656	142743381	-	64726	23
Th	7	142892752	142931128	-	38377	16
Ascl2	7	142966829	142969264	-	2436	1
Tspan32	7	143005046	143019644	+	14599	26
Cd81	7	143052739	143067934	+	15196	7
Trpm5	7	143069153	143094642	-	25490	15
Tssc4	7	143069249	143071093	+	1845	1
Kcnq1	7	143106362	143427042	+	320681	4967
Cdkn1c	7	143458339	143461050	-	2712	7
Slc22a18	7	143473736	143499334	+	25599	5
Phlda2	7	143501545	143502993	-	1449	1
Nap1l4	7	143513579	143549106	-	35528	3116
Cars	7	143557230	143600090	-	42861	555
Tnfrsf26	7	143607659	143628722	-	21064	1228
Tnfrsf22	7	143634806	143649661	-	14856	117
Tnfrsf23	7	143665809	143685872	-	20064	112
Osbpl5	7	143688762	143756985	-	68224	453
Mrgprg	7	143763710	143766993	-	3284	1
Mrgpre	7	143778363	143784500	-	6138	0
Nadsyn1	7	143795584	143822842	-	27259	75
Dhcr7	7	143823167	143848410	+	25244	13
Acte1	7	143866838	143900046	+	33209	15
Shank2	7	144001928	144424494	+	422567	180
Cttn	7	144435733	144471009	-	35277	23
Ppfia1	7	144476758	144553729	-	76972	3214
Fadd	7	144577318	144582463	-	5146	55
Ano1	7	144588549	144751974	-	163426	61
Fgf3	7	144838083	144844436	+	6354	2
Fgf4	7	144847367	144865243	+	17877	5
Fgf15	7	144896531	144900953	+	4423	2
LTO1	7	144915100	144931701	+	16602	2
Ccnd1	7	144929931	144939869	-	9939	3
Tpcn2	7	145186524	145284011	-	97488	1602
Smim38	7	145205825	145208080	-	2256	32
Mrgprf	7	145300828	145309557	+	8730	4
Mrgprd	7	145314835	145324086	+	9252	1
Insr	8	3122061	3279617	-	157557	2851
Arhgef18	8	3353415	3456601	+	103187	67
Pex11g	8	3457105	3467680	-	10576	7
Tex45	8	3470862	3487181	+	16320	8
Zfp358	8	3493138	3497208	+	4071	3
Mcoln1	8	3500457	3515232	+	14776	12
Pnpla6	8	3515384	3544267	+	28884	13
Rps23rg1	8	3567998	3584939	+	16942	56
Camsap3	8	3587293	3609075	+	21783	108
Xab2	8	3610087	3621316	-	11230	1177
Pet100	8	3621548	3625848	+	4301	0
Pcp2	8	3623371	3625545	-	2175	0
Stxbp2	8	3630955	3643644	+	12690	9
Retn	8	3655770	3660110	+	4341	1
Mcemp1	8	3665754	3669259	+	3506	3
Fcor	8	3671188	3672362	-	1175	1
Trappc5	8	3676299	3681255	+	4957	4
Fcer2a	8	3681737	3694175	-	12439	2
Clec4g	8	3707064	3720651	-	13588	4
Cd209a	8	3743397	3748984	-	5588	1
Cd209e	8	3847965	3854309	-	6345	5
Cd209d	8	3871824	3878555	-	6732	3
Cd209b	8	3917655	3926844	-	9190	6
Cd209c	8	3940222	3946863	-	6642	2
Cd209f	8	4102787	4105835	-	3049	2
Cd209g	8	4134652	4137707	+	3056	1
Evi5l	8	4166567	4211257	+	44691	19
Prr36	8	4209543	4217459	-	7917	4
Lrrc8e	8	4226827	4237470	+	10644	8
Map2k7	8	4238740	4247897	+	9158	8
Gm49320	8	4238865	4251423	+	12559	10
Tgfbr3l	8	4248214	4251423	+	3210	2
Snapc2	8	4253080	4256220	+	3141	10
Ctxn1	8	4257660	4259274	-	1615	14
Timm44	8	4259731	4275913	-	16183	447
Elavl1	8	4285382	4325413	-	40032	4102
Ccl25	8	4325210	4360020	+	34811	14
Cers4	8	4493140	4531680	+	38541	25
Zfp958	8	4613167	4630231	+	17065	5
Shcbp1	8	4735976	4779554	-	43579	54
Slc10a2	8	5083219	5105351	-	22133	8
Efnb2	8	8617434	8661242	-	43809	117
Arglu1	8	8665075	8690521	-	25447	2646
Fam155a	8	9205902	9771161	-	565260	201
Gm10217	8	9864251	9870315	+	6065	0
Lig4	8	9969049	9977686	-	8638	20
Abhd13	8	9977707	9992155	+	14449	7
Tnfsf13b	8	10006467	10039072	+	32606	17
Myo16	8	10153911	10634742	+	480832	200
Irs2	8	10984681	11008458	-	23778	4528
Col4a1	8	11198423	11312826	-	114404	43
Col4a2	8	11312805	11449287	+	136483	46
Rab20	8	11453518	11478710	-	25193	197
Naxd	8	11497506	11514960	+	17455	86
Cars2	8	11513977	11550783	-	36807	485
Ing1	8	11555571	11563251	+	7681	29
Ankrd10	8	11611583	11635757	-	24175	2443
1700016D06Rik	8	11654924	11701063	-	46140	84
Arhgef7	8	11727721	11835219	+	107499	53
Tex29	8	11840474	11855761	+	15288	6
A230072I06Rik	8	12278819	12280657	+	1839	1
Sox1	8	12395295	12400126	+	4832	4
Spaca7	8	12573029	12600744	+	27716	13
Tubgcp3	8	12614277	12672248	-	57972	2378
Atp11a	8	12757014	12868728	+	111715	41
Mcf2l	8	12873806	13020905	+	147100	68
F7	8	13026034	13035809	+	9776	4
F10	8	13037308	13056676	+	19369	12
Proz	8	13060943	13076026	+	15084	182
Pcid2	8	13077189	13105459	-	28271	1104
Cul4a	8	13105621	13147940	+	42320	20
Lamp1	8	13159161	13175338	+	16178	9
Grtp1	8	13172022	13200620	-	28599	13
Adprhl1	8	13221663	13254162	-	32500	14
Dcun1d2	8	13255963	13288131	-	32169	488
Tmco3	8	13288211	13322924	+	34714	15
Tfdp1	8	13338751	13378448	+	39698	15
Atp4b	8	13386205	13396825	-	10621	5
Grk1	8	13405081	13421951	+	16871	4
Tmem255b	8	13435459	13461453	+	25995	4
Gas6	8	13465374	13494490	-	29117	10
1700029H14Rik	8	13550733	13562461	-	11729	702
Rasa3	8	13566948	13677603	-	110656	13065
Cfap97d2	8	13705889	13743414	+	37526	65
Cdc16	8	13757676	13781938	+	24263	14
Upf3a	8	13785615	13799193	+	13579	4
AF366264	8	13835233	13838389	-	3157	3
Champ1	8	13869641	13881639	+	11999	3
Coprs	8	13884794	13890268	-	5475	6
Fbxo25	8	13907803	13940522	+	32720	57
Tdrp	8	13952008	13975032	-	23025	2747
Erich1	8	14027561	14090301	-	62741	1080
Dlgap2	8	14095865	14847680	+	751816	298
Cln8	8	14881335	14901720	+	20386	8
Arhgef10	8	14911663	15001085	+	89423	41
Kbtbd11	8	15011025	15033333	+	22309	81
BB014433	8	15041444	15046078	-	4635	2
Myom2	8	15057653	15133541	+	75889	35
Csmd1	8	15892537	17535281	-	1642745	752
Mcph1	8	18595131	18803189	+	208059	72
Angpt2	8	18690263	18741562	-	51300	17
Agpat5	8	18846277	18891361	+	45085	21
Xkr5	8	18932729	18950975	-	18247	6
Defb40	8	18974940	18978256	-	3317	0
Defb37	8	18986233	18991055	-	4823	0
Defb38	8	19023407	19026566	-	3160	0
Defb39	8	19052826	19064810	-	11985	7
